type,question_number,question,option_A,option_B,option_C,option_D,correct_answer,answer_text
multiple_choice,2,WhichofthefollowingisNOTanelementofinflationtargeting?,apublicannouncementofmedium-termnumericaltargetsforinflation,aninstitutionalcommitmenttopricestabilityastheprimarylong-rungoal,aninformation-inclusiveapproachinwhichonlymonetaryaggregatesareusedinmaking decisionsaboutmonetarypolicy,increasedaccountabilityofthecentralbankforattainingitsinflationobjectives,C,
multiple_choice,4,"InbothNewZealandandCanada,whathashappenedtotheunemploymentratesincethe countriesadoptedinflationtargeting?",Theunemploymentrateincreasedsharply.,Theunemploymentrateremainedconstant.,Theunemploymentratehasdeclinedsubstantiallyafterasharpincrease.,Theunemploymentratedeclinedsharplyimmediatelyaftertheinflationtargetswereadopted.,C,
multiple_choice,5,WhichofthefollowingisNOTanadvantageofinflationtargeting?,reductionofthetime-inconsistencyproblem,increasedmonetarypolicytransparency,Thereisanimmediatesignalontheachievementofthetarget.,consistencywithdemocraticprinciples,C,
multiple_choice,6,WhichofthefollowingisNOTadisadvantagetoinflationtargeting?,Thereisadelayedsignalaboutachievementofthetarget.,Inflationtargetscouldimposearigidruleonpolicymakers.,Thereispotentialforlargeroutputfluctuations.,Thereisalackoftransparency.,D,
multiple_choice,7,Thedecisionbyinflationtargeterstochooseinflationtargets________zeroreflectsthe concernofmonetarypolicymakersthatparticularly________inflationcanhavesubstantial negativeeffectsonrealeconomicactivity.,below;high,below;low,above;high,above;low,D,
essay,9,Explainwhatinflationtargetingis.Whataretheadvantagesanddisadvantagesofthistypeof monetarypolicystrategy?,,,,,,"Therearefivemainelementstoinflationtargeting:1.apublicannouncementofa medium-termtargetfortheinflationrate;2.acommitmenttopricestabilityastheprimarylong- termgoalofpolicy;3.manyvariablesareusedinmakingdecisionsaboutpolicymoves;4. increasedtransparencyaboutpolicystrategywiththepublic;5.thecentralbankhasincreased accountabilityforattainingpolicygoals. Theadvantagesofinflationtargetinginclude:1.thesimplicityandclarityofanumericaltarget fortheinflationrate;2.thereisincreasedaccountabilityofthecentralbank;3.reducesthe effectsofinflationaryshocks. Thedisadvantagesofinflationtargetinginclude:1.thereisadelayedsignalaboutthe achievementofthetarget;2.itcouldleadtoarigidrulewheretheonlyfocusistheinflationrate (hasnothappenedinpractice);3.ifsolefocusistheinflationrate,largeroutputfluctuationscan occur(hasnothappenedinpractice). QuestionStatus: PreviousEdition AACSB: ReflectiveThinking 10 Copyright©2022PearsonEducation,Ltd.17.5 TheEvolutionoftheFederalReserve'sMonetaryPolicyStrategy"
multiple_choice,1,ThetypeofmonetarypolicyregimethattheFederalReservehasfollowedFromthe1980sup untilthetimeBenBernankebecamechairoftheFederalReservein2006canbestbedescribed as,monetarytargeting.,inflationtargeting.,policywithanimplicitnominalanchor.,exchange-ratetargeting.,C,
multiple_choice,2,EstimatesfromlargemacroeconometricmodelsoftheU.S.economysuggeststhatittakes over________formonetarypolicytoaffectoutputandover________formonetarypolicyto affecttheinflationrate.,1year;2years,2years;1year,1year;6months,6months;1year,A,
multiple_choice,3,"WhichofthefollowingisNOTadisadvantageofoftheFed's""justdoit""approachto monetarypolicy?",Thereislowtransparencyofpolicy.,Thereislowaccountabilityforcentralbankers.,ThistypeofpolicymaketheFedmoresusceptibletothetime-inconsistencyproblem.,Itreliesonastablemoney-inflationrelationship.,D,
multiple_choice,4,"Supposeittakesroughlytwoyearsformonetarypolicytohaveasignificantimpacton inflation.Ifinflationiscurrentlylowbutpolicymakersbelieveinflationwillriseoverthenext twoyearswithanunchangedstanceofmonetarypolicy,whenshouldtheytightenmonetary policytopreventtheinflationarysurge?",now,waituntilovertsignsofinflationappear,nextyear,twoyearslater,A,
multiple_choice,6,"AfterBenBernankebecamechairoftheFedin2006,he",increasedFedtransparency.,abandonedinflationtargeting.,"used""justdoit""policy.",increasedtheopacityofthepolicymaking.,A,
multiple_choice,7,"TheFOMCfinallymovedto________onJanuary25,2012,whenitissuedits""Statementon Long-RunGoalsandMonetaryPolicyStrategy.""",inflationtargeting,zeroinflationpolicy,"""justdoit""policy",monetarytargeting,A,
multiple_choice,8,"IntheFOMC's""StatementonLong-RunGoalsandMonetaryPolicyStrategy,""theFOMC agreedtoasinglenumericalvalueoftheinflationobjective,2%onthe________.",PCEdeflator,GDPdeflator,CPI,PPI,A,
essay,1,Lessonsthateconomistsandpolicymakershavelearnedfromtherecentglobalfinancialcrisis include A)developmentsinthefinancialsectorhaveafargreaterimpactoneconomicactivitythanwas earlierrealized. B)theeffectivelowerboundoninterestratescanbeaseriousproblem. C)thecostofcleaningupafterafinancialcrisisisveryhigh. D)priceandoutputstabilitydonotensurefinancialstability. E)Alloftheabove.,,,,,,E QuestionStatus: Revised AACSB: ReflectiveThinking
multiple_choice,2,"Conventionalmonetarypolicywouldbecomemoreexpansionarywheninterestratesfellto theflooroftheeffectivelowerbound,i.e.,theeffectivelowerboundonthepolicyratewouldbe lessbindingwitha",lowerfederalfundsrate.,higherfederalfundsrate.,lowerinflationtarget.,higherinflationtarget.,D,
multiple_choice,3,Theproblemsofraisingtheleveloftheinflationtargetinclude,"iftheeffective-lower-boundproblemisrare,thenthebenefitsofahigherinflationtargetare notverylarge.",thecostsofhigherinflationintermsofthedistortionsitproducesintheeconomyarehigh.,itismoredifficulttostabilizetheinflationrateatahighertargetinglevel.,alloftheabove.,D,
essay,1,"The""Greenspandoctrine""—centralbanksshouldnottrytoprickbubbles—wasbasedon whichofthefollowingarguments? A)Asset-pricebubblesarenearlyimpossibletoidentify. B)Monetaryactionswouldbelikelytoaffectassetpricesingeneral,ratherthanthespecific assetsthatareexperiencingabubble. C)Raisinginterestrateshasoftenbeenfoundtocauseabubbletoburstmoreseverely. D)Monetarypolicyactionstoprickbubblescanhaveharmfuleffectsontheaggregateeconomy. E)Alloftheabove.",,,,,,E QuestionStatus: PreviousEdition AACSB: ReflectiveThinking
multiple_choice,2,Whenassetpricesincreaseabovetheirfundamentalvaluesitiscalledan,asset-pricebubble.,irrationalbubble.,asset-pricespike.,irrationalspike.,A,
multiple_choice,3,"Supposeinterestratesarekeptverylowforalongtimesuchthatthereisaspikeintheamount oflending.Everythingelseheldconstant,thiscouldcause________bubble.",anirrationalexuberance,acredit-driven,astock,adebt-driven,B,
multiple_choice,4,Acredit-drivenbubbleariseswhen________inlendingcauses________inassetprices whichcancause________inlending.,adecrease;adecrease;anincrease,adecrease;anincrease;anincrease,anincrease;anincrease;afurtherincrease,adecrease;adecrease;afurtherdecrease,C,
multiple_choice,6,"Everythingelseheldconstant,acredit-drivebubbleisgenerallyconsideredtohavethe potentialtocause________damagetoaneconomycomparedtoanirrationalexuberance bubble.",less,aboutthesameamountof,more,"eithermore,less,orthesameamountof",C,
multiple_choice,7,Acentralbankhas________chancetoidentifyacredit-drivenbubblecomparedtoan irrationalexuberancebubble.,agreater,lessofa,aboutthesamelevelofa,"agreater,lessoraboutthesamelevelofa",A,
multiple_choice,8,WhichofthefollowingisNOTanargumentagainstusingmonetarypolicytoprickasset- pricebubbles?,Theeffectofincreasinginterestratesonassetpricesisuncertain.,Abubblemayonlyexistinsomeasset-pricesandmonetarypolicywillaffectallassetprices.,Usingmonetarypolicytoprickanasset-pricebubblemayhaveadverseeffectonthe aggregateeconomy.,"Eventhoughcredit-drivebubblesareeasiertoidentify,theyarestillrelativelyhardto identify.",D,
multiple_choice,1,WhichofthefollowingisNOTanoperatinginstrument?,nonborrowedreserves,monetarybase,federalfundsinterestrate,discountrate,D,
multiple_choice,2,Whichofthefollowingisapotentialoperatinginstrumentforthecentralbank?,themonetarybase,theM1moneysupply,nominalGDP,thediscountrate,A,
multiple_choice,3,"Duetothelackoftimelydataforthepricelevelandeconomicgrowth,theFed'sstrategy","targetstheexchangerate,sincetheFedcancontrolthisvariable.","targetsthepriceofgold,sinceitiscloselyrelatedtoeconomicactivity.","usesanintermediatetarget,suchasaninterestrate.","stabilizestheconsumerpriceindex,sincetheFedcancontroltheCPI.",C,
multiple_choice,4,"Ifthecentralbanktargetsamonetaryaggregate,itislikelytolosecontrolovertheinterest ratebecause",offluctuationsinthedemandforreserves.,offluctuationsintheconsumptionfunction.,bondvalueswilltendtoremainstable.,offluctuationsinthebusinesscycle.,A,
multiple_choice,6,FluctuationsinthedemandforreservescausetheFedtolosecontroloveramonetary aggregateiftheFedtargets,amonetaryaggregate.,themonetarybase.,aninterestrate.,nominalGDP.,C,
multiple_choice,7,Realinterestratesaredifficulttomeasurebecause,dataonthemarenotavailableinatimelymanner.,realinterestratesdependonthehard-to-determineexpectedinflationrate.,theyfluctuatetoooftentobeaccurate.,theycannotbecontrolledbytheFed.,B,
multiple_choice,8,WhichofthefollowingcriterianeedNOTbesatisfiedforchoosingapolicyinstrument?,Thevariablemustbemeasurable.,Thevariablemustbecontrollable.,Thevariablemustbepredictable.,Thevariablemustbetransportable.,D,
multiple_choice,9,WhichofthefollowingisNOTarequirementinselectingapolicyinstrument?,measurability,controllability,flexibility,predictability,C,
essay,11,Explainanddemonstrategraphicallyhowtargetingnonborrowedreservescanresultin federalfundsrateinstability.,,,,,,"Seefigurebelow. Whennonborrowedreservesareheldconstant,increasesinthedemandforreservesresultinthe federalfundsrateincreasinganddecreasesinthedemandfornonborrowedreservesresultinthe federalfundsratedeclining.Sincefluctuationsindemanddonotcausemonetarypolicyactions, theresultisthefederalfundsratewillfluctuate(assumingtheequilibriumfederalfundsrateis belowthediscountrate). QuestionStatus: PreviousEdition AACSB: ReflectiveThinking 18 Copyright©2022PearsonEducation,Ltd.12)Explainanddemonstrategraphicallyhowtargetingthefederalfundsratecanresultin fluctuationsinnonborrowedreserves. Answer: Seefigurebelow. Withafederalfundsratetarget,fluctuationsindemandforreservesrequiresimilarchangesin thenonborrowedreservestokeepthefederalfundsrateconstant. QuestionStatus: PreviousEdition AACSB: ReflectiveThinking 19 Copyright©2022PearsonEducation,Ltd.17.9 Tactics:TheTaylorRule"
multiple_choice,1,"AccordingtotheTaylorrule,theFedshouldraisethefederalfundsinterestratewhen inflation________theFed'sinflationtargetorwhenrealGDP________theFed'soutputtarget.",risesabove;dropsbelow,dropsbelow;dropsbelow,risesabove;risesabove,dropsbelow;risesabove,C,
multiple_choice,2,"UsingTaylor'srule,whentheequilibriumrealfederalfundsrateis3percent,thepositive outputgapis2percent,thetargetinflationrateis1percent,andtheactualinflationrateis2 percent,thenominalfederalfundsratetargetshouldbe",5percent.,5.5percent.,6percent.,6.5percent.,D,
multiple_choice,3,"UsingTaylor'srule,whentheequilibriumrealfederalfundsrateis2percent,thereisno outputgap,theactualinflationrateiszero,andthetargetinflationrateis2percent,thenominal federalfundsrateshouldbe",0percent.,1percent.,2percent.,3percent.,B,
multiple_choice,4,"AccordingtotheTaylorPrinciple,whentheinflationraterises,thenominalinterestrate shouldbe________by________thantheinflationrateincrease.",increased;more,increased;less,decreased;more,decreased;less,A,
multiple_choice,6,Therateofinflationtendstoremainconstantwhen,theunemploymentrateisabovetheNAIRU.,theunemploymentrateequalstheNAIRU.,theunemploymentrateisbelowtheNAIRU.,theunemploymentrateincreasesfasterthantheNAIRUincreases.,B,
multiple_choice,7,Therateofinflationincreaseswhen,theunemploymentrateequalstheNAIRU.,theunemploymentrateexceedstheNAIRU.,theunemploymentrateislessthantheNAIRU.,theunemploymentrateincreasesfasterthantheNAIRUincreases.,C,
essay,8,"ExplaintheTaylorrule,includingtheformulaforsettingthefederalfundsratetarget,andthe componentsoftheformula.IftheFedweretousethisrule,howmanygoalswoulditusetoset monetarypolicy?",,,,,,"TheTaylorrulespecifiesthatthetargetfederalfundratesshouldbesettoequalthe equilibriumrealfederalfundsrate,plustherateofinflation(fortheFishereffect),plusone-half timestheoutputgap,plusone-halftimestheinflationgap.Theformulais Federalfundsratetarget= equilibriumrealfederalfundsrate+inflationrate+ (outputgap)+ (inflationgap) TheoutputgapisthepercentagedeviationofrealGDPfrompotentialfull-employmentreal GDP.Theinflationgapisthedifferencebetweenactualinflationandthecentralbank'starget rateofinflation.Theequilibriumrealfederalfundsrateistherealrateconsistentwithfull employmentinthelongrun.Theinflationrateistheactualrateofinflation.TheTaylorrulesets thefederalfundsraterecognizingthegoalsoflowinflationandfullemployment(orequilibrium long-runeconomicgrowth). QuestionStatus: PreviousEdition AACSB: WrittenandOralCommunication 21 Copyright©2022PearsonEducation,Ltd.17.10 WebAppendix1:MonetaryTargeting"
multiple_choice,1,"Inpursuingastrategyofmonetarytargeting,thecentralbankannouncesthatitwillachievea certainvalue(thetarget)oftheannualgrowthrateofa",amonetaryaggregate.,areserveaggregate.,themonetarybase.,GDP.,A,
multiple_choice,2,"Duringtheyears1979to1982,theFederalReserve'sannouncedpolicywasmonetary targeting.DuringthistimeperiodtheFederalReserve",hitalloftheirmonetarytargets.,didnothitanyoftheirmonetarytargetsbecauseitisbelievedthatcontrollingthemoney supplywasnottheintentoftheFederalReserve.,didnothitanyoftheirmonetarytargetsbecausetheywereunrealistic.,hitabouthalfoftheirmonetarytargets.,B,
multiple_choice,3,"ComparedtotheUnitedStates,Japan'sexperiencewithmonetarytargetingduringthe 1978–1987periodperformed",betterwithregardtotheinflationrateandoutputfluctuations.,worsewithregardtotheinflationrateandoutputfluctuations.,"betterwithregardtotheinflationrate,butworsewithregardtooutputfluctuations.","worsewithregardtotheinflationrate,butbetterwithregardtooutputfluctuations.",A,
multiple_choice,4,OneofthefactorsthatcontributedtothesuccessGermanpolicymakershadusingamonetary targetingtypepolicystartinginthemid-1970sandcontinuingthroughthenexttwodecadeswas that,theyusedarigidtargetforthemoneygrowthrate.,theyimplementedpolicysotheirinflationrategoalwasmetintheshortrun.,themoneytargetwasflexibletoallowtheBundesbanktoconcentrateonothergoalsas needed.,theyrarelycommunicatedtheintentionsofpolicytothepublicinordertokeepthepublic frompanicking.,C,
multiple_choice,6,Whichofthefollowingisanadvantagetomoneytargeting?,Thereisanimmediatesignalontheachievementofthetarget.,Itdoesnotrelyonastablemoney-inflationrelationship.,Itimplieslackoftransparency.,Itimpliessmalleroutputfluctuations.,A,
multiple_choice,7,Whichofthefollowingisadisadvantagetomonetarytargeting?,Itreliesonastablemoney-inflationrelationship.,Thereisadelayedsignalabouttheachievementofatarget.,Itimplieslargeroutputfluctuations.,Itimpliesalackoftransparency.,A,
multiple_choice,8,"Iftherelationshipbetweenthemonetaryaggregateandthegoalvariableisweak,then",monetaryaggregatetargetingissuperiortoexchange-ratetargeting.,monetaryaggregatetargetingissuperiortoinflationtargeting.,inflationtargetingissuperiortoexchange-ratetargeting.,monetaryaggregatetargetingwillnotwork.,D,
multiple_choice,9,Themonetarypolicystrategythatreliesonastablemoney-incomerelationshipis,exchange-ratetargeting.,monetarytargeting.,inflationtargeting.,theimplicitnominalanchor.,B,
multiple_choice,1,"Initsearliestyears,theFederalReserve'sguidingprinciplefortheconductofmonetarypolicy wasknownasthe",realbillsdoctrine.,liberalliquiditydoctrine.,freereservesdoctrine.,quantitytheoryofmoney.,A,
multiple_choice,2,"Theguidingprinciplefortheconductofmonetarypolicythatheldthataslongasloanswere beingmadefor""productive""purposes,thenprovidingreservestothebankingsystemtomake theseloanswouldnotbeinflationarybecameknownasthe",freereservesdoctrine.,BenjaminStrongdoctrine.,efficientliquiditydoctrine.,realbillsdoctrine.,D,
multiple_choice,3,Therealbillsdoctrinewastheguidingprinciplefortheconductofmonetarypolicyduringthe,1910s.,1940s.,1950s.,1960s.,A,
multiple_choice,4,TheFedaccidentallydiscoveredopenmarketoperationsintheearly,1920s.,1910s.,1900s.,1890s.,A,
multiple_choice,6,TheFed'smistakesoftheearly1930swerecompoundedbyitsdecisionto,raisereserverequirementsin1936-1937.,lowerreserverequirementsin1936-1937.,raisethemonetarybasein1936-1937.,lowerthemonetarybasein1936-1937.,A,
multiple_choice,7,"DuringWorldWarII,wheneverinterestrateswould________andthepriceofbondswould beginto________,theFedwouldmakeopenmarketpurchases.",rise;rise,rise;fall,fall;rise,fall;fall,B,
multiple_choice,8,"DuringWorldWarII,wheneverinterestrateswouldriseandthepriceofbondswouldbegin tofall,theFedwould",lowerreserverequirements.,raisereserverequirements.,makeopenmarketpurchasesofgovernmentsecurities.,makeopenmarketsalesofgovernmentsecurities.,C,
multiple_choice,10,TheFedwascommittedtokeepinginterestrateslowtoassistTreasuryfinancingofbudget deficits,onlyduringWorldWarI.,duringtheGreatDepression.,duringWorldWarIandWorldWarII.,throughouttheentireexistenceoftheFed.,C,
multiple_choice,11,TheFed-TreasuryAccordofMarch1951providedtheFedgreaterfreedomto,letinterestratesincrease.,letunemploymentincrease.,letinflationaccelerate.,letexchangeratesincrease.,A,
multiple_choice,12,"Duringthe1950s,theFedtargeted",M1.,M2.,themonetarybase.,moneymarketconditions.,D,
multiple_choice,13,"Duringthe1950s,Fedmonetarypolicytargeted",themonetarybase.,theexchangerate.,discountloans.,interestrates.,D,
multiple_choice,15,Highinflationcanspiraloutofcontrolwhen,"expectedinflationincreasesnominalinterestrates,causingtheFedtobuybonds,increasing themoneysupplyandfurtherincreasinginflation.","expectedinflationdecreasesnominalinterestrates,causingtheFedtobuybonds,increasing themoneysupplyandfurtherincreasinginflation.","expectedinflationincreasesnominalinterestrates,causingtheFedtosellbonds,increasing themoneysupplyandfurtherincreasinginflation.","expectedinflationdecreasesnominalinterestrates,causingtheFedtosellbonds,increasing themoneysupplyandfurtherincreasinginflation.",A,
multiple_choice,16,"Inpractice,theFed'spolicyoftargetingmoneymarketconditionsinthe1960sprovedtobe","countercyclical,helpingtostabilizetheeconomy.","procyclical,destabilizingtheeconomy.","procyclical,helpingtostabilizetheeconomy.","countercyclical,destabilizingtheeconomy.",B,
multiple_choice,17,"Inpractice,theFed'spolicyoftargeting________inthe1960sprovedtobe________, destabilizingtheeconomy.",moneymarketconditions;countercyclical,moneymarketconditions;procyclical,monetaryaggregates;countercyclical,monetaryaggregates;procyclical,B,
multiple_choice,19,"AlthoughtheFedprofessedemploymentof________targetingduringthe1970s,its behaviorsuggeststhatitemphasized________targeting.",free-reserve;interest-rate,interest-rate;monetaryaggregate,monetaryaggregate;interest-rate,freereserve;monetaryaggregate,C,
multiple_choice,20,TheFed'suseofthefederalfundsrateasanoperatingtargetinthe1970sresultedin,countercyclicalmonetarypolicy.,tooslowgrowthinM1throughoutthedecade.,procyclicalmonetarypolicy.,toorapidgrowthinM1throughoutthedecade.,C,
multiple_choice,21,TheFed'suseofthe________asanoperatingtargetinthe1970sresultedin________ monetarypolicy.,federalfundsrate;countercyclical,federalfundsrate;procyclical,M1moneysupply;countercyclical,M1moneysupply;procyclical,B,
multiple_choice,23,TheFedoperatingproceduresemployedbetween1979and1982resultedin________ swingsinthefederalfundsrateand________swingsintheM1growthrate.,increased;increased,increased;decreased,decreased;decreased,decreased;increased,A,
multiple_choice,24,Thefluctuationsinbothmoneysupplygrowthandthefederalfundsrateduring1979-1982 suggestthattheFed,hadshiftedtoborrowedreservesasanoperatingtarget.,hadshiftedtototalreservesasanoperatingtarget.,hadshiftedtothemonetarybaseasanoperatingtarget.,neverintendedtotargetmonetaryaggregates.,D,
multiple_choice,25,Largefluctuationsinmoneysupplygrowthandsmallerfluctuationsinthefederalfundsrate betweenOctober1982andtheearly1990sindicatethattheFedhadshiftedto________asan operatingtarget.,borrowedreserves,nonborrowedreserves,excessreserves,requiredreserves,A,
multiple_choice,27,"Aborrowedreservestargetis________becauseincreasesinincome________interestrates anddiscountloans,causingtheFedto________themonetarybase,everythingelseheld constant.",procyclical;increase;increase,countercyclical;increase;increase,procyclical;reduce;reduce,countercyclical;reduce;reduce,A,
multiple_choice,28,Fedpolicysincetheearly1990sindicatesthatitispursuingapolicyoftargetingthe,monetarybase.,moneysupply.,federalfundsinterestrate.,exchangerate.,C,
multiple_choice,29,"Sincetheearly1990s,theFedhasconductedmonetarypolicybysettingatargetforthe",levelofborrowedreserves.,monetarybase.,federalfundsrate.,inflationrate.,C,
multiple_choice,31,Internationalpolicycoordinationrefersto,centralbanksinmajornationsactingwithoutregardtotheglobalconsequencesoftheir policies.,centralbanksinmajornationspursuingonlydomesticobjectives.,centralbanksadoptingpoliciesinpursuitofjointobjectives.,centralbanksalladoptingidenticalpolicies.,C,
multiple_choice,32,TheFederalReservehasbeen________preemptivebecauseofthechangingviewthat monetarypolicyhastobe________looking.,more;forward,more;backward,less;forward,less;backward,A,
