type,question_number,question,option_A,option_B,option_C,option_D,correct_answer,answer_text
multiple_choice,11,Apermanentnegativesupplyshockleadsto________inflation________.,higher;inboththeshortandlongruns,higher;intheshortrunbutnotinthelongrun,lower;inboththeshortandlongruns,lower;intheshortrunbutnotinthelongrun,A,
multiple_choice,12,"Anautonomousmonetarypolicyeasing________realinterestratesand________outputin theshortrun,thereby________stockprices.",raises;lowers;lowering,raises;raises;raising,lowers;raises;raising,lowers;raises;lowering,C,
multiple_choice,13,"Apositivespendingshock________realinterestratesand________outputintheshortrun, therebyitseffectonstockpricesis________.",raises;lowers;positive,raises;raises;ambiguous,lowers;raises;negative,lowers;raises;positive,B,
multiple_choice,15,Apermanentnegativesupplyshockcausesstockpricesto________thantheywouldifthe supplyshockweretemporary.,fallmore,fallless,risemore,riseless,A,
multiple_choice,1,"Themorewillingmonetarypolicymakersaretoraiseinterestrateswhenfacedwithinflation, the________the ADcurveis,andthe________responsiveequilibriumoutputistotheinflation rate.",steeper;more,steeper;less,flatter;more,flatter;less,A,
multiple_choice,2,"Anautonomouseasingofmonetarypolicyresultsina________levelofequilibriumoutput, shiftingtheaggregatedemandcurvetothe________.",higher;right,lower;right,higher;left,lower;left,A,
multiple_choice,4,Inthelong-runequilibrium,outputisafunctionofautonomousexpenditures.,inflationisafunctionofpastinflation.,inflationequalspotentialoutput.,outputequalspotentialoutput.,D,
multiple_choice,1,Policymakers cannot achieve bothprice stabilityandeconomic activitystabilitywhenfacing,supplyshocks.,monetarypolicyshocks.,demandshocks.,all ofthe above.,A,
multiple_choice,2,The coronavirus pandemic beganinMarch2020that causedbothconsumerandbusiness spendingtofall,shiftedthe aggregate demandcurve tothe right.,shiftedthe aggregate demandcurve tothe left.,shiftedthe aggregate supplycurve tothe right.,shiftedthe aggregate supplycurve tothe left.,B,
essay,3,"Whenthe economyis hit bya negative demandshockandthe central bankdoes not respond bychangingthe autonomous component ofmonetarypolicy,then A)inflationwill be lower. B)aggregate output will be at its potential. C)aggregate output indexwill be lower. D)inflationwill not change. E)bothA andB.",,,,,,E QuestionStatus: Revised AACSB: Analytical Thinking
essay,4,"Whenthe economyis hit bya negative demandshockandthe central bankpursues policies to increase aggregate demandtoits initial level,then A)inflationwill be lower. B)aggregate output indexwill be unchanged. C)output will be lower. D)inflationwill be unchanged. E)bothB andD.",,,,,,"E QuestionStatus: Revised AACSB: Analytical Thinking 2 Copyright © 2022PearsonEducation,Ltd.5)Whenthe economyis hit bya negative supplyshockandthe central bankdoes not respondby changingthe autonomous component ofmonetarypolicy,theninthe longrun A)inflationwill be lower. B)aggregate output indexwill be unchanged. C)output will be lower. D)inflationwill be unchanged. E)bothB andD. Answer: E QuestionStatus: Revised AACSB: Analytical Thinking"
essay,6,"Whenthe economysuffers a negative supplyshockandthe central bankresponds bychanging the autonomous component ofmonetarypolicytokeepinflationat the target inflationrate,then A)aggregate output indexdrops furtherafterthe tighteningmonetarypolicy. B)short-runaggregate supplywill shift backdownbecause output is below potential. C)aggregate output is stabilized. D)all ofthe above. E)bothA andB.",,,,,,E QuestionStatus: Revised AACSB: Analytical Thinking
multiple_choice,7,"Whenthe economysuffers a negative supplyshock,the central bank's autonomous monetary policytokeepinflationat the target inflationrate leads to",more stable economic activities.,a large deviationofoutput from its potential.,divine coincidence.,bothB andC.,B,
multiple_choice,8,"Whenthe economysuffers a negative supplyshockandthe monetarypolicymakers tryto stabilize economic activityinthe short run,then",aggregate demandcurve shifts rightward.,output will be at its potential.,inflationrate will be higher.,all ofthe above. E)bothA andB.,D,
multiple_choice,1,Nonactivists ofthe policies believe that,wages andprices are veryflexible.,the self-correctingmechanism is veryrapid.,government actionis unnecessary.,all ofthe above.,D,
multiple_choice,2,Activists ofthe policies believe that,the self-correctingmechanism throughwage andprice adjustment is veryslow.,wages andprices are sticky.,the government needs topursue active policytoeliminate highunemployment whenit develops.,all ofthe above.,D,
multiple_choice,3,"Ifaggregate output is below the natural rate level,activists ofpolicies wouldrecommendthat the government",donothing.,trytoeliminate the highunemployment byattemptingtoshift the aggregate supplycurve to the right.,trytoeliminate the highunemployment byattemptingtoshift the aggregate demandcurve to the right.,trytoeliminate the highunemployment byattemptingtoshift the aggregate demandcurve to the left.,C,
multiple_choice,5,Nonactivists ofpolicies contendthat a policyofshiftingthe aggregate ________curve will be costlybecause it produces ________volatilityinboththe price level andoutput.,supply; less,supply; more,demand; less,demand; more,D,
multiple_choice,6,"The existence oflags prevents the instantaneous adjustment ofthe economytopolicies changingaggregate demand,therebystrengtheningthe case for",supply-side policy.,nonactivists.,activists.,demand-management policy.,B,
multiple_choice,7,The data lagis,the time it takes forpolicymakers toobtaindata indicatingwhat is happeninginthe economy.,the time it takes forpolicymakers tobe sure ofwhat the data are signalingabout the future course ofthe economy.,the time it takes topass legislationtoimplement a particularpolicy.,the time it takes forpolicymakers tochange policyinstruments once theyhave decidedon the new policy. E)the time it takes forthe policyactuallytohave animpact onthe economy.,A,
multiple_choice,9,The legislative lagrepresents,the time it takes forpolicymakers toobtaindata indicatingwhat is happeninginthe economy.,the time it takes forpolicymakers tobe sure ofwhat the data are signalingabout the future course ofthe economy.,the time it takes topass legislationtoimplement a particularpolicy.,the time it takes forpolicymakers tochange policyinstruments once theyhave decidedon the new policy. E)the time it takes forthe policyactuallytohave animpact onthe economy.,C,
multiple_choice,10,The implementationlagis,the time it takes forpolicymakers toobtaindata indicatingwhat is happeninginthe economy.,the time it takes forpolicymakers tobe sure ofwhat the data are signalingabout the future course ofthe economy.,the time it takes topass legislationtoimplement a particularpolicy.,the time it takes forpolicymakers tochange policyinstruments once theyhave decidedon the new policy. E)the time it takes forthe policyactuallytohave animpact onthe economy.,D,
multiple_choice,12,The time it takes forpolicymakers toobtaindata indicatingwhat is happeninginthe economyis called,the data lag.,the recognitionlag.,the legislative lag.,the implementationlag. E)the effectiveness lag.,A,
multiple_choice,13,The time it takes forpolicymakers tobe sure ofwhat the data are signalingabout the future course ofthe economyis called,the data lag.,the recognitionlag.,the legislative lag.,the implementationlag. E)the effectiveness lag.,B,
multiple_choice,14,The time it takes topass legislationtoimplement a particularpolicyis called,the data lag.,the recognitionlag.,the legislative lag.,the implementationlag. E)the effectiveness lag.,C,
essay,16,The time it takes forthe policyactuallytohave animpact onthe economyis called A)the data lag. B)the recognitionlag. C)the legislative lag. D)the implementationlag. E)the effectiveness lag.,,,,,,E QuestionStatus: Previous Edition AACSB: Reflective Thinking
multiple_choice,17,The nonactivists whoopposedthe recent fiscal stimulus package argue that,fiscal stimulus wouldtake toolongtoworkbecause oflongimplementationlags.,fiscal stimulus might kickinafterthe economyhadalreadyrecovered.,fiscal stimulus couldleadtoincreasedvolatilityininflationandeconomic activity.,all ofthe above. E)none ofthe above.,D,
multiple_choice,1,"The economist whoproposedthat,""Inflationis always andeverywhere a monetary phenomenon"" was",JohnMaynardKeynes.,JohnR.Hicks.,MiltonFriedman.,FrancoModigliani.,C,
multiple_choice,2,"Complete MiltonFriedman's famous proposition: ""Inflationis always andeverywhere a ________phenomenon.""",monetary,political,policy,budgetary,A,
multiple_choice,3,Potential output is,independent ofmonetarypolicy.,positivelyrelatedtomonetarypolicy.,negativelyrelatedtomonetarypolicy.,positivelyrelatedtomonetarypolicyonlyinrecessions.,A,
multiple_choice,1,Tosaythat inflationis a monetaryphenomenonseems tobegthe question,Whydoes inflationarymonetarypolicyoccur?,Whydopoliticians seekreelection?,Whyis the Fedindependent?,Whydoes the U.S.Treasuryprint somuchmoney?,A,
multiple_choice,2,The combinationofa successful wage pushbyworkers andthe government's commitment to highemployment leads to,demand-pull inflation.,supply-side inflation.,supply-shockinflation.,cost-pushinflation.,D,
multiple_choice,3,"Ifworkers donot believe that policymakers are serious about fightinginflation,theyare most likelytopushforhigherwages,whichwill ________aggregate ________andleadto unemployment orinflationorboth,everythingelse heldconstant.",decrease; demand,increase; demand,decrease; supply,increase; supply,C,
multiple_choice,4,"Ifworkers believe that government policymakers will increase aggregate demandtoavoida politicallyunpopularincrease inunemployment whenworkers demandhigherwages,then workers will not fearhigherunemployment andtheirwage demands will result in",demand-pull inflation.,hyperinflation.,deflation.,cost-pushinflation.,D,
multiple_choice,6,"Theoretically,one candistinguisha demand-pull inflationfrom a cost-pushinflationby comparing",how fast prices rise relative towages.,the unemployment rate withits natural rate level.,whenprices rise relative towages.,government debt toreal GDP.,B,
multiple_choice,7,Demand-pull inflationcanresult when,policymakers set anunemployment target that is toohigh.,a persistent budget deficit is financedbysellingbonds tothe public.,a persistent budget deficit is financedbysellingbonds tothe central bank.,workers get numerous wage increases.,C,
multiple_choice,8,Whichofthe followingis least likelytoleadtoinflationarymonetarypolicy?,risingunemployment,expandingfederal budget deficits,decliningoil prices,conflict inthe Middle East,C,
multiple_choice,9,Whichofthe followingis most likelytoleadtoinflationarymonetarypolicy?,decliningoil prices,resolutionofconflict inthe Middle East,the enactment ofa free-trade agreement withMexico,risingunemployment,D,
multiple_choice,11,Evidence from the time period1960-1980indicates that inflationinthe UnitedStates resultedfrom,anemployment target that was set toohigh.,the government's inabilitytosell bonds tothe Fed.,anexpansioninthe moneysupplytofinance federal government expenditures.,the excessive sale ofgovernment bonds tothe public.,A,
multiple_choice,12,"Because policies inthe UnitedStates were tooexpansionaryfrom 1965through1973,the U.S.suffered",demand-pull inflation.,"cost-pushinflation,as workers sought higherwages inordertokeepupwithinflation.",bothdemand-pull andcost-pushinflation.,neitherdemand-pull norcost-pushinflation.,A,
multiple_choice,13,"Inthe period1965throughthe 1970s,policymakers pursued________policies inorderto achieve ________.",expansionary; highemployment,expansionary; low inflation,contractionary; highemployment,contractionary; low inflation,A,
multiple_choice,1,"Whenthe policyrate hits its effective lowerboundandinflationkeeps falling,this portionof the MonetaryPolicycurve is",downwardsloping.,upwardsloping.,flat.,undetermined.,A,
multiple_choice,2,"Whenthe policyrate hits its effective lowerboundandinflationkeeps falling,this portionof the aggregate demandcurve is",downwardsloping.,upwardsloping.,flat.,undetermined.,B,
multiple_choice,3,"Whenoutput is below potential andthe policyrate has hit the floorofzero,the resultingfall in inflationleads to________real interest rates,which________output further,whichcauses inflationtofall further.",lower; increase,higher; depress,higher; increase,lower; depress,B,
multiple_choice,4,"Whenoutput is below potential andthe policyrate has hit the floorofzero,ifpolicymakers do nothing,output will ________andinflationwill ________.",rise; fall,fall; fall,fall; rise,rise; rise,B,
multiple_choice,6,Liquidityprovisionandasset purchase maynot be enoughtostimulate the economyunless the these policyactions are able to,lowerthe real interest rate forinvestments.,lowerthe short-term real interest rate.,raise the policyrate above zero.,lowerthe policyrate.,A,
multiple_choice,7,The Fed's quantitative easingis topurchase ________toaffect credit spreads.,long-term securities,short-term securities,bothlong-term andshort-term securities,private assets,A,
multiple_choice,8,"Withthe policyrate set at the effective lowerbound,the rise inexpectedinflationwill leadto a ________inthe real interest rate,whichwill cause investment spendingandaggregate output to________.",fall; rise,fall; fall,rise; rise,rise; fall,A,
multiple_choice,10,"Topromote aneconomic expansionandanexit from the deflationaryenvironment that the Japanese hadbeenexperiencing,the ""Abenomics"" aims at",increasinginflationtarget.,increasinginflationexpectations.,purchasinglong-term bonds.,all ofthe above. E)none ofthe above.,D,
multiple_choice,1,Economic theory suggests that ________ interest rates are ________ important than ________ interest rates in explaining investment behavior.,nominal; more; real,real; less; nominal,real; more; nominal,market; more; real,C,
multiple_choice,2,"According to the traditional interest-rate channel, expansionary monetary policy lowers the real interest rate, thereby raising expenditure on",business fixed investment.,government expenditure.,consumer nondurables.,net exports.,A,
multiple_choice,3,The monetary transmission mechanism that links monetary policy to GDP through real interest rates and investment spending is called the,traditional interest-rate channel.,Tobins' q theory.,wealth effects.,cash flow channel.,A,
multiple_choice,4,"If the aggregate price level adjusts slowly over time, then an expansionary monetary policy lowers",only the short-term nominal interest rate.,only the short-term real interest rate.,both the short-term nominal and real interest rates.,"the short-term nominal, the short-term real, and the long-term real interest rates.",D,
multiple_choice,6,"An expansionary monetary policy lowers the real interest rate, causing the domestic currency to ________, thereby ________ net exports.",appreciate; raising,appreciate; lowering,depreciate; raising,depreciate; lowering,C,
multiple_choice,7,An expansionary monetary policy increases net exports by ________ interest rates and ________ the value of the dollar.,lowering nominal; decreasing,lowering real; decreasing,raising nominal; increasing,raising real; increasing,B,
multiple_choice,8,"A contractionary monetary policy raises the real interest rate, causing the domestic currency to ________, thereby ________ net exports.",appreciate; raising,appreciate; lowering,depreciate; raising,depreciate; lowering,B,
multiple_choice,10,Tobin's q is defined as the market value of firms ________ the replacement cost of capital.,times,minus,plus,divided by,D,
multiple_choice,11,Tobin's q theory suggests that monetary policy may affect investment spending through its impact on,stock prices.,interest rates.,bond prices.,cash flow.,A,
multiple_choice,12,"In the late 1990s, the stock market bubble ________ the value of Tobin's q, and caused ________ in business equipment.",increased; underinvestment,increased; overinvestment,decreased; underinvestment,decreased; overinvestment,B,
multiple_choice,13,"During the Great Depression, Tobin's q","rose dramatically, as did real interest rates.",fell to unprecedentedly low levels.,"stayed fairly constant, in contrast to most other economic measures.","rose only slightly, in spite of Hoover's attempts to prop it up.",B,
multiple_choice,15,"According to Tobin's q theory, when q is ________, firms will not purchase new investment goods because the market value of firms is ________ relative to the cost of capital.",low; low,low; high,high; low,high; high,A,
multiple_choice,16,"According to Tobin's q theory, if q is ________, new plant and equipment capital is ________ relative to the market value of business firms, so companies can buy a lot of new investment goods with only a ________ issue of stock.",high; dear; large,high; cheap; large,high; cheap; small,low; cheap; large E) low; cheap; small,C,
multiple_choice,17,"According to Tobin's q theory, when equity prices are low the market price of existing capital is ________ relative to new capital, so expenditure on fixed investment is ________.",cheap; low,dear; low,cheap; high,dear; high,A,
multiple_choice,19,Franco Modigliani has found that an expansionary monetary policy can cause stock market prices to ________ and consumption to ________.,increase; increase,increase; decrease,decrease; decrease,decrease; increase,A,
multiple_choice,20,"Since Regulation Q has been abolished, there have been doubts raised about the size of the effect of the ________ channel.",balance sheet,bank lending,cash flow,unanticipated price level,B,
multiple_choice,21,A rise in stock prices ________ the net worth of firms and so leads to ________ investment spending because of the reduction in moral hazard.,raises; higher,raises; lower,reduces; higher,reduces; lower,A,
multiple_choice,23,"Due to asymmetric information in credit markets, monetary policy may affect economic activity through the balance sheet channel, where an increase in the money supply","raises stock prices, lowering the cost of new capital relative to firms' market value, thus increasing investment spending.","raises firms' net worth, decreasing adverse selection and moral hazard problems, thus increasing banks' willingness to lend to finance investment spending.","raises the level of bank reserves, deposits, and bank loans, thereby raising spending by those individuals who do not have access to credit markets.","lowers the value of the dollar, increasing net exports and aggregate demand.",B,
multiple_choice,24,An expansionary monetary policy raises firms' cash flows by ________ interest rates.,lowering real,lowering nominal,raising real,raising nominal,B,
multiple_choice,25,"If a contractionary monetary policy lowers the price level by more than expected, it raises the real value of consumer debt. This reduces consumer expenditure through",the bank lending channel.,Tobin's q.,the traditional interest-rate channel.,the household liquidity effect.,D,
multiple_choice,27,"According to the household liquidity effect, an expansionary monetary policy causes a ________ in the value of households' financial assets, causing consumer durable expenditure to ________.",decline; rise,rise; rise,rise; fall,decline; fall,B,
multiple_choice,28,"According to the household liquidity effect, higher stock prices lead to increased consumption expenditures because consumers",feel more secure about their financial position.,want to sell stocks and spend the proceeds before stock prices fall.,believe that their wages will increase due to increased profitability of firms.,can now afford more expensive imports.,A,
multiple_choice,29,The subprime financial crisis caused a recession because of the ________ in adverse selection and moral hazard problems and the ________ in housing prices.,increase; increase,increase; decrease,decrease; increase,decrease; decrease,B,
essay,31,Explain how expansionary and contractionary monetary policies affect aggregate demand through the exchange rate channel.,,,,,,"An expansionary monetary policy reduces real interest rates, causing depreciation of the domestic currency. This depreciation increases net exports and aggregate spending. A monetary contraction increases real interest rates, causing appreciation of the domestic currency, reducing net exports and aggregate spending. Question Status: Previous Edition AACSB: Reflective Thinking"
essay,32,Discuss three channels by which monetary policy affects stock prices and aggregate spending.,,,,,,"The answer should include three of the following: In Tobin's q theory, a monetary expansion increases stock prices, increasing the value of the firm relative to the cost of new capital. This stimulates investment in new capital goods, which in turn increases aggregate spending. A monetary expansion increases stock prices, increasing wealth and stimulating consumption and aggregate spending. Expansionary monetary policy increases equity prices. This improves firms' balance sheets, reducing adverse selection and moral hazard and increasing lending for investment, which increases aggregate spending. In the household liquidity effect, the increase in equity prices due to a monetary expansion improves consumer balance sheets, reducing the probability of financial distress, and increasing consumer spending on durable goods and housing. Question Status: Previous Edition AACSB: Reflective Thinking 9 Copyright © 2022 Pearson Education, Ltd.26.2 Lessons for Monetary Policy"
multiple_choice,1,Analysis of the transmission mechanisms of monetary policy provides four basic lessons for a central bank's conduct of monetary policy. These lessons include the following.,"Rising interest rates indicate a tightening of monetary policy, whereas falling interest rates indicate an easing of monetary policy.",Monetary policy can be highly effective in reviving a weak economy even if short-term interest rates are already near zero.,"Avoiding fluctuations in the level of unemployment is an important objective of monetary policy, thus providing a rationale for interest-rate stability as the primary long-run goal for monetary policy.",Other asset prices beside those on short-term debt instruments do not contain important information about the stance of monetary policy because they are not important elements in various monetary policy transmission mechanisms.,B,
multiple_choice,2,Analysis of the transmission mechanisms of monetary policy provides four basic lessons for a central bank's conduct of monetary policy. Which of the following is NOT one of these lessons?,"Rising interest rates indicate a tightening of monetary policy, whereas falling interest rates indicate an easing of monetary policy.",Monetary policy can be highly effective in reviving a weak economy even if short-term interest rates are already near zero.,"Avoiding unanticipated fluctuations in the price level is an important objective of monetary policy, thus providing a rationale for price stability as the primary long-run goal for monetary policy.",Other asset prices beside those on short-term debt instruments do not contain important information about the stance of monetary policy because they are important elements in various monetary policy transmission mechanisms.,A,
multiple_choice,3,"From 1990s until 2012, the Japanese economy has experienced",easy monetary policy as indicated by falling nominal interest rates.,easy monetary policy as indicated by short-term interest rates near zero.,tight monetary policy as indicated by falling asset prices.,tight monetary policy as indicated by short-term interest rates near zero.,C,
multiple_choice,1,________ examines whether one variable has an effect on another by simply looking directly at the relationship between the two variables.,Reduced-form evidence,Organizational-model evidence,Direct-model evidence,Structural-model evidence,A,
multiple_choice,2,________ examines whether one variable affects another by using data to build a model that explains the channels through which this variable affects the other.,Indirect-model evidence,Organizational-model evidence,Reduced-form evidence,Structural-model evidence,D,
multiple_choice,3,On the evening news you hear of a scientific study that directly links premature births to cigarette smoking. This is an example of,direct-model evidence.,informed voter-model evidence.,structural-model evidence.,reduced-form evidence.,D,
multiple_choice,5,The channels through which monetary policy affects economic activity are called the ________ of monetary policy.,transmission mechanisms,flow mechanisms,distribution mechanisms,allocational mechanisms,A,
multiple_choice,6,A model that is composed of many equations that show the channels through which monetary and fiscal policy affect aggregate output and spending is called a,reduced-form model.,median-voter model.,informed median-voter model.,structural model.,D,
multiple_choice,7,Monetarists directly study the link between money and economic activity using,structural models.,reduced-form models.,scientific models.,experimental models.,B,
multiple_choice,9,Predicting the impact of institutional change on the effectiveness of monetary policy is best done with a,structural model.,reduced-form model.,black-box model.,scientific model.,A,
multiple_choice,10,"Monetarists contend that the channels of monetary influence in Keynesian structural models are too ________ defined, ________ the importance of monetary policy.",broadly; exaggerating,broadly; understating,narrowly; understating,narrowly; exaggerating,C,
multiple_choice,11,Monetarists' preference for reduced-form models is based on their belief that,reverse causation is a problem.,structural models may understate money's effect on economic activity.,money supply changes are always endogenous.,monetary policy affects only investment spending.,B,
multiple_choice,13,"Early Keynesians felt that ________ policy was ________, so they stressed the importance of ________ policy.",fiscal; ineffective; monetary,monetary; ineffective; fiscal,monetary; potent; monetary,fiscal; too potent; monetary,B,
multiple_choice,14,Early Keynesians concluded that changes in monetary policy had no impact on aggregate output because early empirical studies found no linkage between movements in ________ and ________.,nominal interest rates; investment spending,real interest rates; investment spending,money supply; aggregate output,investment spending; aggregate output,A,
multiple_choice,15,"In response to the early Keynesians, monetarists contended that",monetary policy during the Great Depression was not easy.,bank failures during the Great Depression were not the cause of the decline in the money supply.,evidence from the Great Depression demonstrated the ineffectiveness of monetary policy.,there is a weak link between interest rates and investment spending.,A,
multiple_choice,17,"During the Great Depression, real interest rates",rose to unprecedentedly high levels.,rose only slightly above the long-run trend.,fell to unprecedentedly low levels.,fell only slightly below the long-run trend.,A,
multiple_choice,18,"Movements of ________ interest rates indicate that, contrary to the early Keynesians' beliefs, monetary policy was ________ during the Great Depression.",nominal; tight,nominal; easy,real; tight,real; easy,C,
multiple_choice,19,"Periods of price deflation, such as the Great Depression, are characterized by",low nominal rates but high real rates of interest.,low nominal and real interest rates.,real rates of interest lower than the nominal rate of interest.,high nominal and real rates of interest.,A,
multiple_choice,21,"In a study published in 1963, Milton Friedman and Anna Schwartz found that in every business cycle they studied over nearly a hundred-year period",the growth rate of the money supply decreased before output decreased.,interest rates decreased before output decreased.,the growth rate of federal government spending decreased before output decreased.,the growth rate of state and local government spending decreased before output decreased.,A,
multiple_choice,22,The monetarist statistical evidence examines the correlations between both ________ and ________ with ________.,money; aggregate spending; the unemployment rate,money; autonomous expenditures; the unemployment rate,money; consumption spending; aggregate spending,money; autonomous expenditures; aggregate spending,D,
multiple_choice,23,A criticism of the monetarist autonomous spending variable is that,some types of autonomous spending do not affect aggregate demand.,some types of autonomous spending affect aggregate demand before the spending occurs. Some types of autonomous spending affect aggregate demand when they occur.,some types of autonomous spending affect aggregate demand only long after they occur.,Keynesians do not think that autonomous spending affects aggregate demand.,B,
multiple_choice,25,Real business cycle theorists are critical of monetarist reduced-form evidence because they believe,money is the most important cause of changes in aggregate demand.,there is reverse causation from the business cycle to money.,there is reverse causation from money to the business cycle.,business cycles do not exist.,B,
multiple_choice,26,Real business cycle theory states that the most important cause of business cycles is,shocks to the money supply.,interest rate shocks.,Federal Reserve policy decisions.,shocks to tastes and technology.,D,
