type,question_number,question,option_A,option_B,option_C,option_D,correct_answer
multiple_choice,7,Lạm phát kéo cầu có thể xảy ra khi,Các nhà hoạch định chính sách đặt mục tiêu thất nghiệp quá cao.,thâm hụt ngân sách dai dẳng được tài trợ bằng cách bán trái phiếu cho công chúng.,Thâm hụt ngân sách dai dẳng được tài trợ bằng cách bán trái phiếu cho ngân hàng trung ương.,Người lao động được tăng lương nhiều.,C
multiple_choice,8,Chính sách tiền tệ nào sau đây ít có khả năng dẫn đến lạm phát?,TăngThất nghiệp,Mở rộng thâm hụt ngân sách liên bang,giảmgiá dầu,xung đột ở Trung Đông,C
multiple_choice,9,Điều nào sau đây có nhiều khả năng dẫn đến chính sách tiền tệ lạm phát nhất?,giảmgiá dầu,giải quyết xung đột ở Trung Đông,việc ban hành hiệp định thương mại tự do với Mexico,TăngThất nghiệp,D
multiple_choice,11,Bằng chứng từ khoảng thời gian 1960-1980 chỉ ra rằng lạm phát ở Hoa Kỳ là kết quả của,mục tiêu việc làm đã được đặt quá cao.,chính phủ không có khả năng bán trái phiếu cho Fed.,mở rộng trong cung tiền để tài trợ chi tiêu của chính phủ liên bang.,việc bán quá nhiều trái phiếu chính phủ cho công chúng.,A
multiple_choice,12,"Bởi vì các chính sách ở Hoa Kỳ quá bành trướng từ năm 1965 đến năm 1973, Hoa Kỳ đã phải chịu đựng",lạm phát kéo cầu.,"chi phí-đẩy lạm phát, khi người lao động tìm kiếm mức lương cao hơn trong trật tự trong lạm phát.",cả nhu cầu-kéo và chi phí-đẩylạm phát.,cũng không có nhu cầu-kéo nor-đẩy-lạm phát.,A
multiple_choice,13,"Trong giai đoạn 1965 đến những năm 1970, các nhà hoạch định chính sách pursued________policies không đạt được ________.",mở rộng; Việc làm cao,mở rộng; lạm phát thấp,co lại; Việc làm cao,co lại; lạm phát thấp,A
multiple_choice,1,"Khi lãi suất chính sách đạt đến ranh giới dưới hiệu quả của nó và lạm phát tiếp tục giảm, phần này của đường cong chính sách tiền tệ là",dốc xuống.,dốc lên.,bằng.,chưa xác định.,A
multiple_choice,2,"Khi lãi suất chính sách đạt đến ranh giới dưới hiệu quả và lạm phát tiếp tục giảm, phần này của đường cầu tổng hợp là",dốc xuống.,dốc lên.,bằng.,chưa xác định.,B
multiple_choice,3,"Khi sản lượng thấp hơn tiềm năng và lãi suất chính sách đã chạm mức không, kết quả là lạm phát giảm dẫn to________real lãi suất, which________output hơn nữa, điều này khiến lạm phát giảm hơn nữa.",hạ; tăng,trên; Xô,trên; tăng,hạ; Xô,B
multiple_choice,4,"Khi sản lượng thấp hơn tiềm năng và lãi suất chính sách đã chạm mức không, nếu các nhà hoạch định chính sách không làm gì cả, sản lượng sẽ ________andinflationwill ________.",lên; rớt,rớt; rớt,rớt; lên,lên; lên,B
multiple_choice,6,Cung cấp thanh khoản và mua tài sản có thể không đủ để kích thích nền kinh tế trừ khi các chính sách nàyhành động có thể,Hạ lãi suất thực cho các khoản đầu tư.,Hạ thấp lãi suất thực ngắn hạn.,Nâng lãi suất chính sách lên trên không.,Hạ thấp lãi suất chính sách.,A
multiple_choice,7,Nới lỏng định lượng của Fed là mua chênh lệch tín dụng ________toaffect.,Chứng khoán dài hạn,Chứng khoán ngắn hạn,cả chứng khoán dài hạn và ngắn hạn,Tài sản tư nhân,A
multiple_choice,8,"Với lãi suất chính sách được đặt ở giới hạn dưới hiệu quả, sự gia tăng bất ngờlạm phát sẽ dẫn đến lãi suất thực ________inthe, điều này sẽ khiến chi tiêu đầu tư và tổng sản lượng to________.",rớt; lên,rớt; rớt,lên; lên,lên; rớt,A
multiple_choice,10,"Để thúc đẩy mở rộng kinh tế và thoát khỏi môi trường giảm phát mà người Nhật đã trải qua, mục tiêu của ""Abenomics""",tăngmục tiêu lạm phát.,kỳ vọng lạm phát gia tăng.,mua trái phiếu dài hạn.,tất cả những điều trên. E) không có điều nào ở trên.,D
multiple_choice,1,Lý thuyết kinh tế cho rằng lãi suất ________ quan trọng ________ lãi suất ________ trong việc giải thích hành vi đầu tư.,danh nghĩa; nhiều hơn; thực,thực; kém; danh nghĩa,thực; nhiều hơn; danh nghĩa,chợ; nhiều hơn; thực,C
multiple_choice,2,"Theo kênh lãi suất truyền thống, chính sách tiền tệ mở rộng làm giảm lãi suất thực, do đó làm tăng chi tiêu cho",kinh doanh đầu tư cố định.,chi tiêu của chính phủ.,hàng tiêu dùng không lâu bền.,xuất khẩu ròng.,A
multiple_choice,3,Cơ chế truyền tải tiền tệ liên kết chính sách tiền tệ với GDP thông qua lãi suất thực và chi tiêu đầu tư được gọi là,kênh lãi suất truyền thống.,Lý thuyết q của Tobins.,hiệu ứng của cải.,kênh dòng tiền.,A
multiple_choice,4,"Nếu mức giá tổng hợp điều chỉnh chậm theo thời gian, thì chính sách tiền tệ mở rộng sẽ giảm xuống",chỉ lãi suất danh nghĩa ngắn hạn.,chỉ là lãi suất thực ngắn hạn.,cả lãi suất danh nghĩa ngắn hạn và lãi suất thực.,"lãi suất danh nghĩa ngắn hạn, lãi suất thực ngắn hạn và lãi suất thực dài hạn.",D
multiple_choice,6,"Chính sách tiền tệ mở rộng làm giảm lãi suất thực, khiến đồng nội tệ ________, do đó ________ xuất khẩu ròng.",cảm kích; Nuôi,cảm kích; Giảm,khấu hao; Nuôi,khấu hao; Giảm,C
multiple_choice,7,Chính sách tiền tệ mở rộng làm tăng xuất khẩu ròng ________ lãi suất và ________ giá trị của đồng đô la.,hạ thấp danh nghĩa; Giảm,hạ thấp thực tế; Giảm,tăng danh nghĩa; Tăng,nâng cao thực tế; Tăng,B
multiple_choice,8,"Chính sách tiền tệ thu hẹp làm tăng lãi suất thực, khiến đồng nội tệ ________, do đó ________ xuất khẩu ròng.",cảm kích; Nuôi,cảm kích; Giảm,khấu hao; Nuôi,khấu hao; Giảm,B
multiple_choice,10,Q của Tobin được định nghĩa là giá trị thị trường của các công ty ________ chi phí thay thế vốn.,lần,trừ,cộng,Chia cho,D
multiple_choice,11,Lý thuyết q của Tobin cho rằng chính sách tiền tệ có thể ảnh hưởng đến chi tiêu đầu tư thông qua tác động của nó đối với,giá cổ phiếu.,Lãi suất.,giá trái phiếu.,dòng tiền.,A
multiple_choice,12,"Vào cuối những năm 1990, bong bóng thị trường chứng khoán ________ giá trị của q's Tobin và gây ra ________ trong thiết bị kinh doanh.",Tăng; Thiếu đầu tư,Tăng; Đầu tư quá mức,Giảm; Thiếu đầu tư,Giảm; Đầu tư quá mức,B
multiple_choice,13,"Trong thời kỳ Đại suy thoái, Q của Tobin","tăng đáng kể, cũng như lãi suất thực.",giảm xuống mức thấp chưa từng có.,"vẫn khá ổn định, trái ngược với hầu hết các biện pháp kinh tế khác.","chỉ tăng lên một chút, bất chấp những nỗ lực của Hoover để chống đỡ nó.",B
multiple_choice,15,"Theo lý thuyết q của Tobin, khi q là ________, các công ty sẽ không mua hàng hóa đầu tư mới vì giá trị thị trường của các công ty ________ so với chi phí vốn.",thấp; thấp,thấp; cao,cao; thấp,cao; cao,A
multiple_choice,16,"Theo lý thuyết q của Tobin, nếu q là ________, vốn nhà máy và thiết bị mới ________ so với giá trị thị trường của các công ty kinh doanh, vì vậy các công ty có thể mua rất nhiều hàng hóa đầu tư mới chỉ với một đợt phát hành cổ phiếu ________.",cao; thưa; lớn,cao; rẻ; lớn,cao; rẻ; nhỏ,thấp; rẻ; lớn E) thấp; rẻ; nhỏ,C
multiple_choice,17,"Theo lý thuyết q của Tobin, khi giá vốn chủ sở hữu thấp, giá thị trường của vốn hiện có ________ so với vốn mới, vì vậy chi tiêu cho đầu tư cố định là ________.",rẻ; thấp,thưa; thấp,rẻ; cao,thưa; cao,A
multiple_choice,19,Franco Modigliani đã phát hiện ra rằng chính sách tiền tệ mở rộng có thể khiến giá thị trường chứng khoán ________ và tiêu dùng ________.,tăng; tăng,tăng; giảm,giảm; giảm,giảm; tăng,A
multiple_choice,20,"Kể từ khi Quy định Q bị bãi bỏ, đã có những nghi ngờ về quy mô ảnh hưởng của kênh ________.",Bảng cân đối kế toán,Cho vay ngân hàng,Dòng tiền,Mức giá không lường trước được,B
multiple_choice,21,Giá cổ phiếu tăng ________ giá trị ròng của các công ty và do đó dẫn đến chi tiêu đầu tư ________ vì giảm rủi ro đạo đức.,Tăng; trên,Tăng; hạ,Giảm; trên,Giảm; hạ,A
multiple_choice,23,"Do thông tin không đối xứng trên thị trường tín dụng, chính sách tiền tệ có thể ảnh hưởng đến hoạt động kinh tế thông qua kênh bảng cân đối kế toán, nơi cung tiền tăng","làm tăng giá cổ phiếu, giảm chi phí vốn mới so với giá trị thị trường của các công ty, do đó làm tăng chi tiêu đầu tư.","nâng cao giá trị tài sản ròng của các công ty, giảm lựa chọn bất lợi và các vấn đề rủi ro đạo đức, do đó tăng mức độ sẵn sàng cho vay của các ngân hàng để tài trợ cho chi tiêu đầu tư.","nâng mức dự trữ ngân hàng, tiền gửi và vay ngân hàng, do đó tăng chi tiêu của những cá nhân không có khả năng tiếp cận thị trường tín dụng.","làm giảm giá trị của đồng đô la, tăng xuất khẩu ròng và tổng cầu.",B
multiple_choice,24,Chính sách tiền tệ mở rộng làm tăng dòng tiền của các công ty lên ________ lãi suất.,hạ thấp thực tế,Hạ thấp danh nghĩa,Nuôi dưỡng thực tế,Tăng danh nghĩa,B
multiple_choice,25,"Nếu một chính sách tiền tệ thu hẹp làm giảm mức giá nhiều hơn dự kiến, nó sẽ làm tăng giá trị thực của nợ tiêu dùng. Điều này làm giảm chi tiêu của người tiêu dùng thông qua",kênh cho vay ngân hàng.,Câu hỏi của Tobin.,kênh lãi suất truyền thống.,hiệu ứng thanh khoản hộ gia đình.,D
multiple_choice,27,"Theo hiệu ứng thanh khoản hộ gia đình, chính sách tiền tệ mở rộng gây ra sự ________ giá trị tài sản tài chính của hộ gia đình, khiến chi tiêu lâu dài của người tiêu dùng ________.",từ chối; lên,lên; lên,lên; rớt,từ chối; rớt,B
multiple_choice,28,"Theo hiệu ứng thanh khoản hộ gia đình, giá cổ phiếu cao hơn dẫn đến tăng chi tiêu tiêu dùng vì người tiêu dùng",cảm thấy an tâm hơn về tình hình tài chính của họ.,muốn bán cổ phiếu và chi tiêu số tiền thu được trước khi giá cổ phiếu giảm.,tin rằng tiền lương của họ sẽ tăng do lợi nhuận của các công ty tăng lên.,bây giờ có thể đủ khả năng nhập khẩu đắt tiền hơn.,A
multiple_choice,29,Cuộc khủng hoảng tài chính dưới chuẩn đã gây ra suy thoái vì sự ________ trong các vấn đề lựa chọn bất lợi và rủi ro đạo đức và ________ giá nhà ở.,tăng; tăng,tăng; giảm,giảm; tăng,giảm; giảm,B
multiple_choice,1,Phân tích các cơ chế truyền tải của chính sách tiền tệ cung cấp bốn bài học cơ bản cho việc thực hiện chính sách tiền tệ của ngân hàng trung ương. Những bài học này gồm có những điều sau đây.,"Lãi suất tăng cho thấy chính sách tiền tệ thắt chặt, trong khi lãi suất giảm cho thấy chính sách tiền tệ được nới lỏng.",Chính sách tiền tệ có thể mang lại hiệu quả cao trong việc hồi sinh một nền kinh tế yếu kém ngay cả khi lãi suất ngắn hạn đã gần bằng không.,"Tránh biến động về mức độ thất nghiệp là một mục tiêu quan trọng của chính sách tiền tệ, do đó cung cấp cơ sở lý luận cho sự ổn định lãi suất như là mục tiêu dài hạn chính của chính sách tiền tệ.",Các giá tài sản khác ngoài giá tài sản trên các công cụ nợ ngắn hạn không chứa thông tin quan trọng về lập trường của chính sách tiền tệ vì chúng không phải là yếu tố quan trọng trong các cơ chế truyền tải chính sách tiền tệ khác nhau.,B
multiple_choice,2,Phân tích các cơ chế truyền tải của chính sách tiền tệ cung cấp bốn bài học cơ bản cho việc thực hiện chính sách tiền tệ của ngân hàng trung ương. Bài học nào sau đây KHÔNG phải là một trong những bài học này?,"Lãi suất tăng cho thấy chính sách tiền tệ thắt chặt, trong khi lãi suất giảm cho thấy chính sách tiền tệ được nới lỏng.",Chính sách tiền tệ có thể mang lại hiệu quả cao trong việc hồi sinh một nền kinh tế yếu kém ngay cả khi lãi suất ngắn hạn đã gần bằng không.,"Tránh những biến động không lường trước được về mặt giá là một mục tiêu quan trọng của chính sách tiền tệ, do đó cung cấp cơ sở lý luận cho sự ổn định giá cả như là mục tiêu dài hạn chính của chính sách tiền tệ.",Các giá tài sản khác ngoài giá tài sản trên các công cụ nợ ngắn hạn không chứa thông tin quan trọng về lập trường của chính sách tiền tệ vì chúng là những yếu tố quan trọng trong các cơ chế truyền tải chính sách tiền tệ khác nhau.,A
multiple_choice,3,"Từ những năm 1990 đến năm 2012, nền kinh tế Nhật Bản đã trải qua",chính sách tiền tệ dễ dàng được thể hiện bằng lãi suất danh nghĩa giảm.,chính sách tiền tệ nới lỏng được thể hiện bằng lãi suất ngắn hạn gần bằng không.,chính sách tiền tệ thắt chặt như được chỉ ra bởi giá tài sản giảm.,chính sách tiền tệ thắt chặt như được thể hiện bởi lãi suất ngắn hạn gần bằng không.,C
multiple_choice,1,________ kiểm tra xem liệu một biến có ảnh hưởng đến biến khác hay không bằng cách nhìn thẳng vào mối quan hệ giữa hai biến.,Bằng chứng dạng rút gọn,Bằng chứng mô hình tổ chức,Bằng chứng mô hình trực tiếp,Bằng chứng mô hình cấu trúc,A
multiple_choice,2,________ kiểm tra xem liệu một biến có ảnh hưởng đến biến khác hay không bằng cách sử dụng dữ liệu để xây dựng một mô hình giải thích các kênh mà qua đó biến này ảnh hưởng đến biến kia.,Bằng chứng mô hình gián tiếp,Bằng chứng mô hình tổ chức,Bằng chứng dạng rút gọn,Bằng chứng mô hình cấu trúc,D
multiple_choice,3,"Trên bản tin buổi tối, bạn nghe về một nghiên cứu khoa học liên kết trực tiếp sinh non với hút thuốc lá. Đây là một ví dụ về",bằng chứng mô hình trực tiếp.,bằng chứng mô hình cử tri được thông báo.,bằng chứng mô hình cấu trúc.,bằng chứng dạng rút gọn.,D
multiple_choice,5,Các kênh mà chính sách tiền tệ ảnh hưởng đến hoạt động kinh tế được gọi là ________ của chính sách tiền tệ.,Cơ chế truyền động,Cơ chế dòng chảy,Cơ chế phân phối,Cơ chế phân bổ,A
multiple_choice,6,Một mô hình bao gồm nhiều phương trình cho thấy các kênh mà qua đó chính sách tiền tệ và tài khóa ảnh hưởng đến tổng sản lượng và chi tiêu được gọi là,mô hình dạng thu nhỏ.,mô hình cử tri trung bình.,mô hình cử tri trung bình được thông báo.,mô hình cấu trúc.,D
multiple_choice,7,Các nhà tiền tệ trực tiếp nghiên cứu mối liên hệ giữa tiền và hoạt động kinh tế bằng cách sử dụng,mô hình kết cấu.,mô hình dạng rút gọn.,mô hình khoa học.,mô hình thử nghiệm.,B
multiple_choice,9,Dự đoán tác động của thay đổi thể chế đối với hiệu quả của chính sách tiền tệ được thực hiện tốt nhất với,mô hình cấu trúc.,mô hình dạng thu nhỏ.,mô hình hộp đen.,mô hình khoa học.,A
multiple_choice,10,"Những người theo chủ nghĩa tiền tệ cho rằng các kênh ảnh hưởng tiền tệ trong các mô hình cấu trúc Keynes đã được xác định quá ________, ________ tầm quan trọng của chính sách tiền tệ.",Rộng rãi; phóng đại,Rộng rãi; Khiêm tốn,Suýt; Khiêm tốn,Suýt; phóng đại,C
multiple_choice,11,Sở thích của những người theo chủ nghĩa tiền tệ đối với các mô hình hình thức rút gọn dựa trên niềm tin của họ rằng,nhân quả ngược là một vấn đề.,Các mô hình cấu trúc có thể đánh giá thấp tác động của tiền đối với hoạt động kinh tế.,Những thay đổi về cung tiền luôn mang tính nội sinh.,Chính sách tiền tệ chỉ ảnh hưởng đến chi tiêu đầu tư.,B
multiple_choice,13,"Những người theo chủ nghĩa Keynes ban đầu cảm thấy rằng chính sách ________ là ________, vì vậy họ nhấn mạnh tầm quan trọng của chính sách ________.",Tài chính; vô hiệu; tiền tệ,tiền tệ; vô hiệu; Tài chính,tiền tệ; Mạnh; tiền tệ,Tài chính; quá mạnh; tiền tệ,B
multiple_choice,14,Những người theo chủ nghĩa Keynes ban đầu kết luận rằng những thay đổi trong chính sách tiền tệ không có tác động đến tổng sản lượng vì các nghiên cứu thực nghiệm ban đầu không tìm thấy mối liên hệ giữa các chuyển động trong ________ và ________.,lãi suất danh nghĩa; Chi đầu tư,lãi suất thực; Chi đầu tư,cung tiền; Sản lượng tổng hợp,chi đầu tư; Sản lượng tổng hợp,A
multiple_choice,15,"Đáp lại những người theo chủ nghĩa Keynes ban đầu, những người theo chủ nghĩa tiền tệ cho rằng",chính sách tiền tệ trong thời kỳ Đại suy thoái không hề dễ dàng.,sự sụp đổ của ngân hàng trong thời kỳ Đại suy thoái không phải là nguyên nhân của sự sụt giảm cung tiền.,bằng chứng từ cuộc Đại suy thoái đã chứng minh sự kém hiệu quả của chính sách tiền tệ.,Có một mối liên hệ yếu giữa lãi suất và chi tiêu đầu tư.,A
multiple_choice,17,"Trong thời kỳ Đại suy thoái, lãi suất thực",tăng lên mức cao chưa từng có.,chỉ tăng một chút so với xu hướng dài hạn.,giảm xuống mức thấp chưa từng có.,chỉ giảm một chút so với xu hướng dài hạn.,A
multiple_choice,18,"Biến động của lãi suất ________ chỉ ra rằng, trái ngược với niềm tin của những người theo chủ nghĩa Keynes ban đầu, chính sách tiền tệ đã được ________ trong thời kỳ Đại suy thoái.",danh nghĩa; chặt chẽ,danh nghĩa; dễ,thực; chặt chẽ,thực; dễ,C
multiple_choice,19,"Các giai đoạn giảm phát giá, chẳng hạn như cuộc Đại suy thoái, được đặc trưng bởi",lãi suất danh nghĩa thấp nhưng lãi suất thực cao.,lãi suất danh nghĩa và lãi suất thực thấp.,lãi suất thực thấp hơn lãi suất danh nghĩa.,lãi suất danh nghĩa và lãi suất thực cao.,A
multiple_choice,21,"Trong một nghiên cứu được công bố vào năm 1963, Milton Friedman và Anna Schwartz phát hiện ra rằng trong mỗi chu kỳ kinh doanh, họ đã nghiên cứu trong khoảng thời gian gần một trăm năm",tốc độ tăng trưởng cung tiền giảm trước khi sản lượng giảm.,lãi suất giảm trước khi sản lượng giảm.,Tốc độ tăng chi tiêu của chính phủ liên bang giảm trước khi sản lượng giảm.,tốc độ tăng chi tiêu của chính quyền tiểu bang và địa phương giảm trước khi sản lượng giảm.,A
multiple_choice,22,Bằng chứng thống kê theo chủ nghĩa tiền tệ kiểm tra mối tương quan giữa cả ________ và ________ với ________.,tiền; tổng chi tiêu; Tỷ lệ thất nghiệp,tiền; chi tiêu tự chủ; Tỷ lệ thất nghiệp,tiền; chi tiêu tiêu dùng; Tổng chi tiêu,tiền; chi tiêu tự chủ; Tổng chi tiêu,D
multiple_choice,23,Một lời chỉ trích về biến chi tiêu tự chủ của chủ nghĩa tiền tệ là,Một số loại chi tiêu tự chủ không ảnh hưởng đến tổng cầu.,Một số loại chi tiêu tự chủ ảnh hưởng đến tổng cầu trước khi chi tiêu xảy ra. Một số loại chi tiêu tự chủ ảnh hưởng đến tổng cầu khi chúng xảy ra.,Một số loại chi tiêu tự chủ chỉ ảnh hưởng đến tổng cầu chỉ lâu sau khi chúng xảy ra.,Những người theo chủ nghĩa Keynes không nghĩ rằng chi tiêu tự chủ ảnh hưởng đến tổng cầu.,B
multiple_choice,25,Các nhà lý thuyết chu kỳ kinh doanh thực sự chỉ trích bằng chứng hình thức rút gọn của chủ nghĩa tiền tệ vì họ tin rằng,Tiền là nguyên nhân quan trọng nhất của những thay đổi trong tổng cầu.,có nhân quả ngược từ chu kỳ kinh doanh đến tiền bạc.,Có nhân quả ngược từ tiền đến chu kỳ kinh doanh.,chu kỳ kinh doanh không tồn tại.,B
multiple_choice,26,Lý thuyết chu kỳ kinh doanh thực tế nói rằng nguyên nhân quan trọng nhất của chu kỳ kinh doanh là,những cú sốc đối với cung tiền.,cú sốc lãi suất.,Các quyết định chính sách của Cục Dự trữ Liên bang.,gây sốc cho thị hiếu và công nghệ.,D
