type,question_number,question,option_A,option_B,option_C,option_D,correct_answer
multiple_choice,45,"Giả sử, với tỷ lệ quỹ liên bang nhất định, có nguồn cung dự trữ dư thừa trên thị trường quỹ liên bang. Nếu Fed muốn lãi suất quỹ liên bang duy trì ở mức đó, thì nó nên thực hiện một thị trường mở ________ofbonds, mọi thứ khác được giữ không đổi. Tuy nhiên, nếu Fed không làm gì cả, lãi suất quỹ liên bang sẽ ________.",sự bán; tăng,mua; tăng,sự bán; giảm,mua; giảm,C
multiple_choice,1,"Trước cuộc khủng hoảng tài chính toàn cầu, ________were công cụ chính sách tiền tệ quan trọng nhất vì chúng là yếu tố quyết định chính của những thay đổi trong ________, nguồn chính của biến động cung tiền.",hoạt động thị trường mở; cơ sở tiền tệ,hoạt động thị trường mở; Hệ số tiền,thay đổi yêu cầu dự trữ; cơ sở tiền tệ,thay đổi yêu cầu dự trữ; Hệ số tiền,A
multiple_choice,2,Mua trên thị trường mở làm tăng ________therebyraisingthe ________.,hệ số tiền; Cung tiền,hệ số tiền; cơ sở tiền tệ,cơ sở tiền tệ; Cung tiền,cơ sở tiền tệ; Hệ số tiền,C
multiple_choice,3,Mua thị trường mở ________reserves và cơ sở tiền tệ thereby________the cung tiền.,nâng; Giảm,nâng; Nuôi,hạ; Giảm,hạ; Nuôi,B
multiple_choice,4,shrink________therebylowering________ bán hàng trên thị trường mở.,hệ số nhân tiền; Cung tiền,hệ số nhân tiền; Dự trữ và cơ sở tiền tệ,dự trữ và cơ sở tiền tệ; Cung tiền,cơ sở tiền tệ; Hệ số tiền,C
multiple_choice,6,Hai loại hoạt động thị trường mở là,tấn công và phòng thủ.,năng động và phản động.,chủ động và thụ động.,năng động và phòng thủ.,D
multiple_choice,7,"Có hai loại hoạt động thị trường mở: ________openmarket hoạt động nhằm thay đổi mức dự trữ và cơ sở tiền tệ, and________openmarket hoạt động nhằm bù đắp các biến động trong các yếu tố khác ảnh hưởng đến cơ sở tiền tệ.",Defensive; năng động,Defensive; tĩnh,năng động; Defensive,năng động; tĩnh,C
multiple_choice,8,Các hoạt động thị trường mở nhằm bù đắp các biến động của các yếu tố không thể kiểm soát (chẳng hạn như thả nổi) ảnh hưởng đến dự trữ và cơ sở tiền tệ được gọi là,các hoạt động thị trường mở phòng thủ.,hoạt động thị trường mở năng động.,hoạt động thị trường mở tấn công.,hoạt động thị trường mở phản ứng.,A
multiple_choice,10,"Ủy ban Thị trường Mở Liên bang đưa ra quyết định của Fed về việc mua hoặc bán chứng khoán chính phủ, nhưng các giao dịch mua hoặc bán này được thực hiện bởi Ngân hàng Dự trữ Liên bang",Chicago.,Boston.,New York.,SanFrancisco.,C
multiple_choice,11,Việc thực hiện thực tế các hoạt động thị trường mở được thực hiện tại,"Hội đồng Thống đốc ở Washington, DC",Ngân hàng Dự trữ Liên bang New York.,Ngân hàng Dự trữ Liên bang Philadelphia.,Ngân hàng Dự trữ Liên bang Boston.,B
multiple_choice,12,"Nếu thả nổi được dự đoán sẽ giảm vì thời tiết tốt trái mùa, người quản lý bàn giao dịch tại Ngân hàng Dự trữ Liên bang New York có khả năng sẽ tiến hành một ________ofsecurities thị trường ________open.",Defensive; sự bán,Defensive; mua,năng động; sự bán,năng động; mua,B
multiple_choice,14,"Khi thời tiết tốt tăng tốc quá trình thanh toán bù trừ séc, thả nổi có xu hướng to________causingthe Fedtokhởi xướng ________ thị trường mở phòng thủ.",giảm; Bán hàng,giảm; Mua,tăng; Bán hàng,tăng; Mua,B
multiple_choice,15,"Khi bão xấu làm chậm quá trình thanh toán bù trừ séc, thả nổi có xu hướng to________causingthe Fed bắt đầu ________openmarket ________.",giảm; Defensive; Bán hàng,giảm; năng động; Mua,tăng; Defensive; Bán hàng,tăng; năng động; Mua,C
multiple_choice,16,"Khi thời tiết tốt tăng tốc quá trình thanh toán bù trừ, phao có xu hướng to________causingthe Fedtoinitiate ________openmarket ________.",giảm; Defensive; Bán hàng,giảm; năng động; Bán hàng,giảm; Defensive; Mua,tăng; năng động; Mua,C
multiple_choice,18,"Nếu thả nổi được dự đoán sẽ giảm vì thời tiết tốt, người quản lý bàn giao dịch tại Ngân hàng Liên bang New York có khả năng sẽ tiến hành các hoạt động to________ dự trữ ________openmarket.",Defensive; tiêm,Defensive; cống,năng động; tiêm,năng động; cống,A
multiple_choice,19,"NếuTiền gửi Kho bạc tại Fedare dự đoán tăng, người quản lý bàn giao dịch tại Ngân hàng Liên bang New York có khả năng sẽ tiến hành các hoạt động ________openmarket to________ dự trữ.",Defensive; tiêm,Defensive; cống,năng động; tiêm,năng động; cống,A
multiple_choice,20,"NếuKho bạc tiền gửi tại Fedare predictedto________, người quản lý bàn giao dịch tại New YorkFedbanksẽ có khả năng tiến hành các hoạt động ________openmarket to________ dự trữ.",tăng; Defensive; tiêm,giảm; Defensive; tiêm,tăng; năng động; tiêm,giảm; năng động; cống,A
multiple_choice,22,"NếuKho bạc tiền gửi tại Fedare predictedto________, người quản lý bàn giao dịch tại New YorkFedbanksẽ có khả năng tiến hành các hoạt động ________openmarket to________ dự trữ.",lên; Defensive; cống,rớt; Defensive; cống,lên; năng động; tiêm,rớt; năng động; cống,B
multiple_choice,23,"Nếu Fed kỳ vọng nắm giữ tiền tệ sẽ tăng, họ sẽ tiến hành thị trường mở ________tooffset expected________inreserves.",Mua; tăng,Mua; giảm,Bán hàng; tăng,Bán hàng; giảm,B
multiple_choice,24,"Nếu Fed dự đoán việc nắm giữ tiền tệ sẽ giảm, họ sẽ tiến hành thị trường mở ________tooffset expected________inreserves.",Mua; tăng,Mua; giảm,Bán hàng; tăng,Bán hàng; giảm,C
multiple_choice,26,Cục Dự trữ Liên bang sẽ tham gia vào thỏa thuận mua lại khi muốn to________ dự trữ ________inthe hệ thống ngân hàng.,tăng; Vĩnh viễn,tăng; Tạm thời,giảm; Tạm thời,giảm; Vĩnh viễn,B
multiple_choice,27,"Nếu Fed muốn tạm thời bơm dự trữ vào hệ thống ngân hàng, họ sẽ tham gia vào",một thỏa thuận mua lại.,một giao dịch mua bán phù hợp.,một thỏa thuận mua lại ngược.,bán anopenmarket.,A
multiple_choice,28,Fedcanbù đắp các tác động củaanincrease infloat bằng cách tham gia,một thỏa thuận mua lại.,một giao dịch mua bán phù hợp.,hoán đổi lãi suất.,AnopenMarket mua.,B
multiple_choice,30,"Giả sử vào bất kỳ ngày nào có nhu cầu dự trữ dư thừa trên thị trường quỹ liên bang. Nếu Cục Dự trữ Liên bang muốn tăng lãi suất quỹ liên bang ở mức hiện tại, thì hành động thích hợp đối với Cục Dự trữ Liên bang là một ________openmarket ________, mọi thứ khác được giữ nguyên.",Defensive; sự bán,Defensive; mua,năng động; sự bán,năng động; mua,B
multiple_choice,31,"Giả sử vào bất kỳ ngày nàolãi suất quỹ liên bang cân bằng hiện hành cao hơn lãi suất mục tiêu quỹ liên bang của Cục Dự trữ Liên bang. Nếu Cục Dự trữ Liên bang mong muốn lãi suất quỹ liên bang ở mức mục tiêu của họ, thì hành động thích hợp đối với Cục Dự trữ Liên bang là một ________ thị trường mở ________, mọi thứ khác được giữ nguyên.",Defensive; sự bán,Defensive; mua,năng động; sự bán,năng động; mua,D
multiple_choice,32,"Giả sử vào bất kỳ ngày nào có nguồn cung dư thừa dự trữ trên thị trường quỹ liên bang. Nếu Cục Dự trữ Liên bang muốn tăng lãi suất quỹ liên bang ở mức hiện tại, thì hành động thích hợp đối với Cục Dự trữ Liên bang là một ________openmarket ________, mọi thứ khác được giữ nguyên.",Defensive; sự bán,Defensive; mua,năng động; sự bán,năng động; mua,A
multiple_choice,34,Chính sách chiết khấu ảnh hưởng đến nguồn cung tiềnbằng cách ảnh hưởng đến khối lượng of________andthe ________.,dự trữ dư thừa; cơ sở tiền tệ,dự trữ đi vay; cơ sở tiền tệ,dự trữ dư thừa; Hệ số tiền,dự trữ đi vay; Hệ số tiền,B
multiple_choice,35,Tỷ lệ chiết khấu là,lãi suất mà Fed tính phí cho các ngân hàng vay.,giá Fedpays cho chứng khoán chính phủ.,lãi suất mà các ngân hàng tính cho khách hàng ưu tiên nhất của họ.,giá ngân hàng trảFedforchứng khoán chính phủ.,A
multiple_choice,36,Loại phổ biến nhất củacho vay chiết khấu mà Fed mở rộng cho các ngân hàng được gọi là,tín dụng theo mùa.,tín dụng thứ cấp.,Tín dụng chính.,tín dụng trả góp.,C
multiple_choice,38,Cho vay chiết khấu của Fed có ba loại: ________is loại phổ biến nhất; ________is giventoa hạn chếsố lượng ngân hàng trong khu vực nghỉ mát và nông nghiệp; ________is các ngân hàng giventobank đã gặp vấn đề thanh khoản nghiêm trọng.,tín dụng theo mùa; tín dụng thứ cấp; Tín dụng chính,tín dụng thứ cấp; tín dụng theo mùa; Tín dụng chính,tín dụng sơ cấp; tín dụng theo mùa; Tín dụng thứ cấp,tín dụng theo mùa; tín dụng sơ cấp; Tín dụng thứ cấp,C
multiple_choice,39,Tỷ lệ chiết khấu được giữ ________the lãi suất quỹ liên bang vì Fed thích ________ đó.,dưới; Các ngân hàng vay dự trữ của nhau,dưới; ngân hàng vay dự trữ từ Fed,trên; Các ngân hàng vay dự trữ của nhau,trên; ngân hàng vay dự trữ từ Fed,C
multiple_choice,40,Tỷ lệ chiết khấu được giữ ________the lãi suất quỹ liên bang vì Fed thích ________ đó.,dưới; Các ngân hàng có thể giám sát lẫn nhau đối với rủi ro tín dụng,dưới; Fedcangiám sát các ngân hàng cho rủi ro tín dụng,trên; Các ngân hàng có thể giám sát lẫn nhau đối với rủi ro tín dụng,trên; Fedcangiám sát các ngân hàng cho rủi ro tín dụng,C
multiple_choice,42,Lãi suất chiết khấu đề cập đến lãi suất trên,Tín dụng chính.,tín dụng thứ cấp.,tín dụng theo mùa.,quỹ liên bang.,A
multiple_choice,43,Lãi suất tín dụng thứ cấp được đặt ________basis điểm ________the lãi suất tín dụng chính.,100; trên,100; dưới,50; trên,50; dưới,C
multiple_choice,44,Lãi suất tín dụng theo mùa vụ bằng,lãi suất quỹ liên bang.,Lãi suất tín dụng chính.,tỷ lệ tín dụng thứ cấp.,trung bình của tỷ lệ quỹ liên bang và tỷ lệ trên chứng chỉ tiền gửi.,D
multiple_choice,45,Fedis xem xét loại bỏ,cho vay tín dụng chính.,cho vay tín dụng thứ cấp.,cho vay tín dụng theo mùa.,chức năng cho vay cuối cùng của nó.,C
multiple_choice,47,"Muchoftín dụng để ngăn chặn sự sụp đổ của thị trường tài chính sau ""Thứ Hai đen"" (19 tháng 10 năm 1987) phải được trao cho Hệ thống Dự trữ Liên bang và sau đó là chủ tịch",Paul Volcker.,AlanBlinder.,ArthurBurns.,AlanGreenspan.,D
multiple_choice,48,"Một cuộc hoảng loạn tài chính đã được ngăn chặn vào tháng 10 năm 1987 sau ""Thứ Hai Đen"" khi Fed thông báo rằng",nó đang giảm tỷ lệ chiết khấu.,nó sẽ cung cấp các khoản vay chiết khấu cho bất kỳ ngân hàng nào sẽ cho vay ngành công nghiệp bảo mật.,Nó sẵn sàng mua cổ phiếu phổ biến để ngăn chặn sự trượt giá tiếp theo.,nó đang tăng tỷ lệ chiết khấu.,B
multiple_choice,49,"Thỏa mãn những nhu cầu này và làm cho hệ thống tài chính không bị chiếm đoạt, trong vòng vài giờ sau khi Trung tâm Thương mại Thế giới bị phá hủy ở Thành phố New Yorkvào thứ Ba, ngày 11 tháng 9 năm 2001, Fed đã đưa ra thông báo rằng",nó đang giảm tỷ lệ chiết khấu.,Hệ thống Dự trữ Liên bang đang mở và hoạt động và cửa sổ chiết khấu có sẵn để đáp ứng nhu cầu thanh khoản.,Nó sẵn sàng mua cổ phiếu phổ biến để ngăn chặn sự trượt giá tiếp theo.,nó đang tăng tỷ lệ chiết khấu.,B
multiple_choice,51,"Các Fedused________toprevent và giải quyết các cuộc hoảng loạn tài chính không được kích hoạt bởi sự sụp đổ của ngân hàng, chẳng hạn như sự sụp đổ của thị trường chứng khoán Thứ Hai đen năm 1987 và sự phá hủy khủng bố của Trung tâm Thương mại Thế giới vào tháng 9 năm 2001.",Yêu cầu dự trữ,Chính sách giảm giá,Mua OpenMarket,Mở bán thị trường,B
multiple_choice,52,Chức năng cho vay cuối cùng của Fed,có Proventobe không hiệu quả.,không thể ngăn chặn việc chạy bởi những người gửi tiền lớn.,không còn cần thiết nữado bảo hiểm FDIC.,tạo ra một vấn đề rủi ro đạo đức.,D
multiple_choice,53,Ưu điểm quan trọng nhất củachính sách chiết khấu là Fedcó thể sử dụng nó để,kiểm soát chính xác cơ sở tiền tệ.,thực hiện vai trò của mình với tư cách là người cho vaenderoflast resort.,kiểm soát cung tiền.,các ngân hàng trừng phạt có dự trữ thiếu.,B
multiple_choice,54,Antăng in________reduces cung tiềnvì nó gây ra ________tofall.,yêu cầu dự trữ; cơ sở tiền tệ,yêu cầu dự trữ; Hệ số tiền,yêu cầu ký quỹ; cơ sở tiền tệ,yêu cầu ký quỹ; Hệ số tiền,B
multiple_choice,56,"Kể từ năm 1980,________are phải tuân theo yêu cầu dự trữ.",Chỉ ngân hàng thương mại,chỉ các thành viên của Cục Dự trữ Liên bang,Onlynationallychartereddepositorytổ chức,Tất cả các tổ chức lưu ký,D
multiple_choice,57,Các quỹ heldin________are phải tuân theo yêu cầu dự trữ cho đến tháng 3 năm 2020.,Tất cả các khoản tiền gửi có thể kiểm tra,Tất cả các khoản tiền gửi có thể kiểm tra và có thời hạn,"Tất cả các khoản tiền gửi có thể kiểm tra, thời gian và tiền gửi trên thị trường tiền",Tất cả các khoản tiền gửi có kỳ hạn,A
multiple_choice,58,Công cụ chính sách củathay đổi yêu cầu dự trữ là,được sử dụng rộng rãi nhất.,công cụ ưu tiên từ quan điểm của ngân hàng.,hiếm khi được sử dụng.,"vẫn được sử dụng thường xuyên, ngay cả với nhược điểm của nó.",C
multiple_choice,59,"Khi Fed muốn tăng lãi suất sau khi các ngân hàng đã tích lũy được một lượng lớn dự trữ dư thừa, nó sẽ",tăng lãi suất paidon dự trữ vượt mức.,tăng tỷ lệ chiết khấu.,tăng tỷ lệ dự trữ bắt buộc.,tiến hành mua thị trường mở lớn.,A
multiple_choice,1,"Từ trước khi cuộc khủng hoảng tài chính bắt đầuTháng 9 năm 2007 đến khi cuộc khủng hoảng kết thúc vào cuối năm 2009, số lượng tài sản của Cục Dự trữ Liên bang tăng lên, dẫn đến",một sự gia tăng lớn trong cơ sở tiền tệ.,một sự mở rộng khổng lồ của cung tiền.,mở rộng kinh tế.,lạm phát cao.,A
multiple_choice,2,Cuộc khủng hoảng tài chính toàn cầu và đại dịch coronavirus dẫn đến,bảng cân đối kế toán của Fed tăng mạnh.,một sự mở rộng khổng lồ của cung tiền.,mở rộng kinh tế.,lạm phát cao.,A
multiple_choice,4,Công cụ chính sách tiền tệ nào sau đây hiệu quả hơn khi nền kinh tế phải đối mặt với vấn đề lãi suất hiệu quả-giới hạn dưới?,Hoạt động OpenMarket,Chính sách giảm giá,Tỷ lệ dự trữ bắt buộc,Dự phòng thanh khoản của Fed,D
multiple_choice,5,Mục đích của cam kết của Fedtokeeplãi suất quỹ liên bang ở mức 0 trong một khoảng thời gian dài là để,giảm lãi suất dài hạn.,giảm lãi suất ngắn hạn.,tăng lãi suất dài hạn.,tăng lãi suất ngắn hạn.,A
multiple_choice,6,"Trước khi cuộc khủng hoảng tài chính bắt đầu vào giữa tháng 8 năm 2007, tỷ lệ chiết khấu thường được đặt ________basis điểm ________the mục tiêu lãi suất quỹ liên bang. Vào tháng 3 năm 2008, khoảng cách này là changedto________basis điểm.",50; dưới; 100,100; trên; 25,100; dưới; 50,50; trên; 25,B
multiple_choice,8,"Các hoạt động thị trường mở của Fed thường chỉ liên quan đến việc mua chứng khoán chính phủ, đặc biệt là những chứng khoán ngắn hạn. Tuy nhiên, trong cuộc khủng hoảng tài chính toàn cầu, Fed đã bắt đầu các chương trình mới để mua",chứng khoán được đảm bảo bằng thế chấp và trái phiếu kho bạc dài hạn.,chứng khoán được đảm bảo bằng thế chấp và tín phiếu kho bạc.,thương phiếu và trái phiếu kho bạc ngắn hạn.,Tín phiếu kho bạc và Tín phiếu kho bạc.,A
multiple_choice,9,"Lãi suất thấp hơn đối với các khoản thế chấp nhà ở để kích thích thị trường nhà ở, Fed mở rộng các hoạt động thị trường mở để mua",chứng khoán được đảm bảo bằng thế chấp.,giấy tờ thương mại.,Kho bạc dài hạn.,Tín phiếu kho bạc và Tín phiếu kho bạc.,A
multiple_choice,10,"Lãi suất dài hạn thấp hơn, vào năm 2010Fed bắt đầu chỉnh sửa chương trình hoạt động thị trường mở mới để mua",chứng khoán được đảm bảo bằng thế chấp.,giấy tờ thương mại.,Kho bạc dài hạn.,Tín phiếu kho bạc và Tín phiếu kho bạc.,C
multiple_choice,12,Cơ sở cho vay nào sau đây được thành lập bởiLiên bangtrong đại dịch coronavirus?,Cơ sở đấu giá có kỳ hạn (TAF),Cơ sở cho vay chứng khoán có kỳ hạn (TSLF),Cơ sở thanh khoản thành phố (MLF),Tài sản đảm bảoThương phiếuQuỹ tương hỗ thị trường tiền tệLiquidityFacility (AMLF),C
multiple_choice,13,Cơ sở cho vay nào sau đây được thành lập bởiLiên bangtrong đại dịch coronavirus?,Cơ sở đấu giá có kỳ hạn (TAF),Cơ sở cho vay chứng khoán có kỳ hạn (TSLF),Cơ sở tín dụng doanh nghiệp thị trường thứ cấp (SMCCF),Nhà đầu tư thị trường tiền tệFundingFacility (MMIFF),C
multiple_choice,14,Cơ sở cho vay nào sau đây được thành lập bởiLiên bangtrong đại dịch coronavirus?,Cơ sở đấu giá có kỳ hạn (TAF),Cơ sở cho vay chứng khoán có kỳ hạn (TSLF),PaycheckProtectionChương trình Thanh khoản (PPPLF),Tài sản đảm bảoThương phiếuQuỹ tương hỗ thị trường tiền tệLiquidityFacility (AMLF),C
multiple_choice,16,Mục đích của một ngân hàng trung ương để thiết lập lãi suất âm đối với tiền gửi của ngân hàng là để,kích thích nền kinh tế bằng cách khuyến khích các ngân hàng cho vay tiền gửi mà họ đang giữ tại ngân hàng trung ương.,tăng chi phí của ngân hàng để nắm giữ tiền mặt.,ngăn chặn các ngân hàng trả lãi suất dương cho người gửi tiền của họ.,làm cho các ngân hàng ít có khả năng cho vay.,A
multiple_choice,1,Hệ thống các ngân hàng trung ương châu Âu báo hiệu lập trường của chính sách tiền tệ của mình bằng cách đặt mục tiêu cho,tỷ lệ quỹ liên bang.,Lãi suất qua đêm.,Lombardrate.,tỷ lệ dự trữ.,B
multiple_choice,2,"Khi Hệ thống Ngân hàng Trung ương Châu Âu sử dụng các hoạt động tái cấp vốn chính, nó tương tự như Cục Dự trữ Liên bang sử dụng",hoạt động thị trường mở năng động.,các hoạt động thị trường mở phòng thủ.,chính sách chiết khấu.,yêu cầu dự trữ.,B
multiple_choice,4,Tương đương với tỷ lệ chiết khấu của Cục Dự trữ Liên bang trong Hệ thống Ngân hàng Trung ương Châu Âu là,tỷ lệ quỹ liên bang.,lãi suất cho vay cận biên.,tiền gửi cơ sở.,Lombardrate.,B
multiple_choice,5,Tuyên bố nào sau đây về cơ sở tiền gửi trong hệ thống đồng tiền chung châu Âu là đúng?,Các ngân hàng được trả lãi suất thường thấp hơn 100 điểm cơ bản so với lãi suất tài chính mục tiêu.,Lãi suất được chỉ định trước đối với cơ sở tiền gửi cung cấp mức sàn cho lãi suất thị trường qua đêm.,Lãi suất dự trữ do ECB đặt ra không phải lúc nào cũng dương.,Tất cả những điều trên. E) Chỉ một và B.,D
multiple_choice,1,Định nghĩa phổ biến nhất rằng các nhà hoạch định chính sách tiền tệ sử dụng cho sự ổn định giá cả là,Giảm phát thấp và ổn định.,Tỷ lệ lạm phát không phần trăm.,lạm phát cao và ổn định.,Lạm phát thấp và ổn định.,D
multiple_choice,2,Lạm phátkết quả,dễ dàng lập kế hoạch cho tương lai.,dễ dàng so sánh giá cả ngoài giờ.,lãi suất danh nghĩa thấp hơn.,khó giải thích chuyển động giá tương đối.,D
multiple_choice,3,Các nhà kinh tế tin rằng các quốc gia gần đây đang phải chịu đựng siêu lạm phát đã trải qua,giảm tăng trưởng.,tăng trưởng.,giảm giá.,lãi suất thấp hơn.,A
multiple_choice,4,"Biến bất thường, chẳng hạn như tỷ lệ lạm phát hoặc cung tiền, làm giảm giá leveltoachievepricestabilityiscalled________anchor.",Vô thường,Areal,AN VẬN HÀNH,ANTRUNG CẤP,A
multiple_choice,6,Anominalanchorthúc đẩy sự ổn định giá bằng cách,Lạm phát ngoài vòng pháp luật.,ổn định lãi suất.,Giữ kỳ vọng lạm phátthấp.,giữ tăng trưởng kinh tế thấp.,C
multiple_choice,7,Chính sách tiền tệđược coi là không nhất quán về thời gian bởi vì,của thời gian trễ liên quan đến việc thực hiện chính sách tiền tệ và ảnh hưởng của nó đối với nền kinh tế.,Các nhà hoạch định chính sách bị cám dỗ để theo đuổi chính sách tùy ýđó là nhiều hơn thu hẹp trong ngắn hạn.,Các nhà hoạch định chính sách bị cám dỗ để theo đuổi chính sách tùy ýđó là mở rộng hơn trong ngắn hạn.,của thời gian trễ liên quan đến việc công nhận một vấn đề kinh tế tiềm năng và việc thực hiện chính sách tiền tệ.,C
multiple_choice,8,"Vấn đề không nhất quán về thời gian với chính sách tiền tệ cho biết rằng, nếu các nhà hoạch định chính sách sử dụng chính sách tùy ý, thereisahigherprobabilitythatthe________willbehigher, so sánh với các nhà hoạch định chính sách tuân theo quy tắc hành vi.",tỷ lệ lạm phát,tỷ lệ thất nghiệp,lãi suất,Tỷ giá ngoại hối,A
multiple_choice,10,The________problemofdiscretionarypolicyarisesbecauseeconomicbehavioris bị ảnh hưởng bởi những gì công ty và mọi người mong đợi các cơ quan có thẩm quyền để làm trong tương lai.,Nguy hiểm đạo đức,thời gian không nhất quán,neo danh nghĩa,kỳ vọng hợp lý,B
multiple_choice,11,"Nếu ngân hàng trung ương theo đuổi chính sách tiền tệ, tức là mở rộng hơn những gì công ty và mọi người mong đợi, thì ngân hàng trung ương phải đặt cược",boostoutputintheshortrun.,ràng buộc đầu ra trong shortrun.,constrainprices.,boostpricesintheshortrun.,A
multiple_choice,12,Vấn đề không nhất quán về thời gian trong chính sách tiền tệ có thể xảy ra khi ngân hàng trung ương thực hiện chính sách,sử dụng anominalanchor.,sử dụng quy tắc astrictandinflexible.,"tùy ý, hàng ngày.","sử dụng quy tắc linh hoạt, tùy ý.",C
multiple_choice,1,"Ngay cả nếu Fed có thể kiểm soát hoàn toàn cung tiền, chính sách tiền tệ sẽ có những lời chỉ trích bởi vì","Fedisaskedto đạt được nhiều mục tiêu, một số mục tiêu không tương thích với những người khác.","Mục tiêu của Fed không bao gồm việc làm cao, làm cho công đoàn lao động chỉ trích Fed.","mục tiêu chính của Fed ổn định tỷ giá hối đoái, gây ra các điều kiện kinh tế bỏ qua.",itisrequiredtokeepTreasurysecuritypricecao.,A
multiple_choice,2,Tỷ lệ thất nghiệp cao là không mong muốn bởi vì nó,kết quảmất đầu ra.,luôn luôn tănglạm phát.,luôn luôn tănglãi suất.,giảm tài nguyên nhàn rỗi.,A
multiple_choice,3,"Khi người lao động tự nguyện rời khỏi công việc trong khi họ tìm kiếm việc làm tốt hơn, kết quả là thất nghiệp được gọi là",cấu trúcthất nghiệp.,ma sátthất nghiệp.,thất nghiệp theo chu kỳ.,thiếu việc làm.,B
multiple_choice,5,Mục tiêu cho việc làm cao nên ở mức thất nghiệp trong đó nhu cầu lao động bằng nguồn cung lao động. Các nhà kinh tế gọi mức này của thất nghiệp,ma sát cấp độ thất nghiệp.,cấp độ cấu trúcthất nghiệp.,mức độ thất nghiệp tự nhiên.,Keynesianratelevelofthất nghiệp.,C
multiple_choice,6,Chính sách kinh tế phía cungtìm kiếm,tăng lãi suất thông qua chính sách tiền tệ thu hẹp.,tăng chi tiêu của chính phủ liên bang.,tăng chi tiêu tiêu dùng bằng cách tăng thuế.,tăng tiết kiệm và đầu tưsử dụng thuếưu đãi.,D
multiple_choice,7,Hệ thống Dự trữ Liên bang đã được tạo ra để,makeiteasiertofinancengân sáchthâm hụt.,thúc đẩy sự ổn định của thị trường.,Hạ thấp tỷ lệ thất nghiệp.,thúc đẩy tăng trưởng kinh tế.,B
multiple_choice,8,Có lãi suất ổn định,cho phép không chắc chắn về việc lập kế hoạch trong tương lai.,dẫn đến nhu cầu để hạn chế quyền lực của Fed.,đảm bảofullemployment.,chì đến các vấn đề tài chính thị trường.,A
multiple_choice,1,"Bộ mục tiêu nào có thể, đôi khi, xung đột trong ngắn hạn?",Việc làm cao và tăng trưởng kinh tế,Lãi suất ổn định và tài chínhổn định thị trường,Việc làm cao và mức giá ổn định,Tỷ lệ hối đoái ổn định và tài chínhthị trường ổn định,C
multiple_choice,2,Mục tiêu chính của Ngân hàng Trung ương Châu Âu,ổn định giá cả.,tỷ lệ trao đổi ổn định.,Lãi suất.,việc làm cao.,A
multiple_choice,3,Nhiệm vụ cho các mục tiêu chính sách đã được cung cấp cho Ngân hàng Trung ương châu Âu isanexampleofa________mandate.,chính,Kép,Phụ,Phân cấp,D
multiple_choice,5,Eitheradualorhierarchialmandateisacceptableaslongas________istheprimarygoalin the________.,ổn định giá cả; Ngắn hạn,ổn định giá cả; Chạy dài,giảm biến động chu kỳ kinh doanh; Ngắn hạn,giảm biến động chu kỳ kinh doanh; Chạy dài,B
multiple_choice,1,"Loại chính sách tiền tệ được sử dụng ở Canada, NewZealand và Vương quốc Anh",nhắm mục tiêu tiền tệ.,nhắm mục tiêu lạm phát.,targetingwithanimplicitnominalanchor.,Nhắm mục tiêu lãi suất.,B
multiple_choice,2,Cái nào sau đây là KHÔNG có yếu tố của việc nhắm mục tiêu lạm phát?,công khaithông báomục tiêu số trung hạncho lạm phát,một thể chế cam kết về giá cả ổn địnhnhư mục tiêu chính dài hạn,mộtthông tin-bao gồm cách tiếp cận trong đó chỉ tiền tệtổng hợpđang được sử dụng trong việc đưa ra quyết định vềchính sách tiền tệ,Tăng trách nhiệm giải trình của ngân hàng trung ương để đạt được các mục tiêu lạm phát của mình,C
multiple_choice,4,"Cả NewZealand và Canada, điều gì đã xảy ra với tỷ lệ thất nghiệp kể từ khi các quốc gia áp dụng mục tiêu lạm phát?",Tỷ lệ thất nghiệp tăng mạnh.,Tỷ lệ thất nghiệp vẫn không đổi.,Tỷ lệ thất nghiệp đã giảm đáng kể sau khi tăng mạnh.,Tỷ lệ thất nghiệp giảm mạnh ngay sau khi mục tiêu lạm phát được thông qua.,C
multiple_choice,5,Cái nào sau đây KHÔNG có lợi cho việc nhắm mục tiêu lạm phát?,Giảm vấn đề không nhất quán về thời gian,tăng tính minh bạch của chính sách tiền tệ,Thereisanimmediatesignalontheachievementofthetarget.,Tính nhất quán với các nguyên tắc dân chủ,C
multiple_choice,6,Cái nào sau đây là KHÔNG bất lợi đối với nhắm mục tiêu lạm phát?,Đã có tín hiệu trì hoãn về việc đạt được mục tiêu.,Mục tiêu lạm phátscouldimposearigidruleoncác nhà hoạch định chính sách.,Có tiềm năng cho các biến động đầu ra lớn hơn.,Có sự thiếu minh bạch.,D
multiple_choice,7,"Thedecisionbyinflationtargeterstochooseinflationtargets________zeroreflectsthe concernofmonetarypolicymakersthatparticularly________inflationcanhavesubstantial hiệu ứng tiêu cực, hoạt động kinh tế thực.",dưới; cao,dưới; thấp,trên; cao,trên; thấp,D
multiple_choice,1,Loại chế độ chính sách tiền tệ mà Cục Dự trữ Liên bang đã theo dõi Từ năm 1980 cho đến khi BenBernanke trở thành chủ tịch của Cục Dự trữ Liên bang vào năm 2006có thể được mô tả tốt nhất là,nhắm mục tiêu tiền tệ.,nhắm mục tiêu lạm phát.,policywithanimplicitnominalanchor.,nhắm mục tiêu tỷ giá hối đoái.,C
